Sectorial Entidad Proyecto Fuente,,,,INICIAL,Codificado Enero,Devengado Enero,Pagado Enero,Codificado Febrero,Devengado Febrero,Pagado Febrero,Codificado Marzo,Devengado Marzo,Pagado Marzo,Codificado Abril,Devengado Abril,Pagado Abril,Codificado Mayo,Devengado Mayo,Pagado Mayo,Codificado Junio,Devengado Junio,Pagado Junio,Codificado Julio,Devengado Julio,Pagado Julio,Codificado Agosto,Devengado Agosto,Pagado Agosto,Codificado Septiembre,Devengado Septiembre,Pagado Septiembre,Codificado Octubre,Devengado Octubre,Pagado Octubre,Codificado Noviembre,Devengado Noviembre,Pagado Noviembre,Codificado Diciembre,Devengado Diciembre,Pagado Diciembre
,,,003 - Recursos Provenientes de Preasignaciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,201 - Colocaciones Externas,0,0,0,0,67592337.94,11757338.93,9608542.85,67592337.94,24466422.24,23952342.41,67592337.94,31862574.5,30805312.05,67592337.94,38273279.19,37776226.99,67592337.94,44325200.52,43629000.73,67592337.94,50681701.85,50285585.36,67592337.94,56097063.96,55674352.5,67592337.94,60657485.04,60157356.13,67592337.94,63795628.86,63669921.61,67592337.94,67109999.17,66706525.09,67592337.94,67591359.28,67545485.44
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,8215097.12,0,0,8215097.12,0,0,8215097.12,115311.29,111817.82,8215097.12,232798.65,198046.61,8215097.12,1167124.61,1044953.57,8215097.12,3089649.28,2726918.89,8215097.12,5044378.25,4565839.57,15828310.54,8375238.8,7322991.14,15828310.54,15826692.21,15693231.74
,,001  - PROGRAMA DE REFORMA INSTITUCIONAL DE LA GESTION PUBLICA,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85402.5,0,0,85402.5,85402.5,85402.5,85402.5,85402.5,85402.5
,,002  - FORMACION CAPACITACION Y CERTIFICACION DEL TALENTO HUMANO EN SALUD,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,18625320.46,2265480.49,865958.95,18625320.46,4189329.02,4160793.18,18625320.46,5686088.32,5353252.69,18625320.46,6985438.95,6761879.88,18625320.46,6992741.59,6992741.59,18625320.46,7037331.59,7037331.59,18625320.46,8478934.9,7395812.73,18625320.46,12127635.85,11301019.4,18625320.46,18153255.1,18153255.1
,,"003  - FORTALECIMIENTO DE LA EDUCACION SUPERIOR UNIVERSITARIA, TECNICA Y TECNOLOGICA EN LA REGION AMAZONICA CON CRITER",003 - Recursos Provenientes de Preasignaciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721020,476042.87,209555.61
,159 - SECRETARIA DE EDUCACION SUPERIOR CIENCIA TECNOLOGIA E INNOVACION,001  - FORTALECIMIENTO DEL CONOCIMIENTO Y TALENTO HUMANO,001 - Recursos Fiscales,8538534,9323436.88,0,0,8538534,0,0,8538534,0,0,8538534,0,0,8538534,0,0,8538534,0,0,8538534,0,0,8538534,0,0,3947693,0,0,3947693,0,0,0,0,0,0,0,0
,,,202 - Préstamos Externos,76937962.29,76153059.39,17549.49,17549.49,9345624.33,34604.93,34604.93,9345624.33,47272.96,47272.96,1130527.21,59700.42,59566.59,1130527.21,72026.92,72026.92,1130527.21,89357.84,89357.84,1130527.21,110977.07,110843.24,1130527.21,130346.54,130346.54,8078837.75,143936.93,143936.93,9483676.25,227746.4,227746.4,1854305.83,391634.83,271634.83,422464.22,416641.23,416641.23
,,001  - PROGRAMA DE REFORMA INSTITUCIONAL DE LA GESTION PUBLICA,301 - Colocaciones Internas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53100,53100,53100
,,001  - SISTEMA NACIONAL DE NIVELACION Y ADMISION,001 - Recursos Fiscales,0,143619.87,3077.76,329.76,928522.75,67573.3,29390.4,905448.02,100440.59,95536.59,905448.02,108636.75,104994.75,905448.02,116106.87,116106.87,905448.02,119404.76,119404.76,905448.02,228247.18,136880.38,905448.02,237423.87,146057.07,397298.56,251157.85,159791.05,407491.71,258149.47,258149.47,406498.57,261614.3,261614.3,321192.82,308299.88,308299.88
,,,202 - Préstamos Externos,12278840.58,12278840.6,32615.44,32615.44,11493937.72,69575.41,69575.41,11493937.72,102898.7,102898.7,11517012.45,139516.08,138114.54,11517012.45,969206.5,969206.5,7577554.64,3399021.45,3328929.45,7577554.64,1854027.6,1852626.06,7180600.64,1686865.56,1228018.51,5345188.4,1793463.96,1266278.76,5117632.84,1877274.69,1477038.45,4860246.59,2040342.03,1889599.56,1218365.77,1271498.49,758896
,,002  - BECAS PROMETEO,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189.81,0,0,1189.81,0,0,1189.81,1189.81,1189.81,1189.81,1189.81,1189.81,1189.81,1189.81,1189.81,1189.81,1189.81,1189.81,1189.81,1189.81,1189.81
,,002  - PROYECTOS DE I+D+I,001 - Recursos Fiscales,0,0,0,0,0,0,0,23074.73,0,0,23074.73,0,0,23074.73,0,0,23074.73,0,0,23074.73,0,0,23074.73,0,0,13301.99,2940,2940,3108.84,2940,2940,3071.25,2940,2940,3071.25,2940,2940
,,,202 - Préstamos Externos,3920541.08,3920541.08,6796.12,6796.12,3920541.08,14759.79,14759.79,3920541.08,22277.55,22277.55,3897466.35,629795.31,629349.4,3897466.35,638326.32,638326.32,4047466.35,645067.72,645067.72,4047466.35,351621.62,351276.62,4047466.35,509138.97,359270.66,3937239.09,540332.48,365964.17,3700324.64,598785.91,568440.91,3371117.23,675408.01,675408.01,3202621.03,687606.88,682428.88
,,004  - RECONVERSIÓN DE LA EDUCACIÓN TÉCNICA Y TECNOLÓGICA SUPERIOR PÚBLICA DEL ECUADOR,001 - Recursos Fiscales,11244663.74,10316140.99,420,420,10316140.99,3067.2,3067.2,10125928.39,10190.28,10128.43,10114079.77,30063.7,27050.89,9943154.19,112466.2,34056.39,9943154.19,247705.55,85483.12,9943154.19,264084.89,101525.18,9943154.19,274735.38,274374.44,5216751.69,284132.1,283950.1,5216751.69,302344.42,301725.98,1736628.03,394155.36,394065.69,1142139.22,581048.42,562619.71
,,,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,11848.62,0,0,40758.96,0,0,40758.96,0,0,40758.96,0,0,40758.96,0,0,40758.96,2196.55,0,40758.96,13457.2,5265.12,40758.96,13457.2,6966.92,31106.89,15640.45,12927.28
,,,202 - Préstamos Externos,65363176.23,66148079.11,70520.14,0,66148079.11,163400.04,163400.04,64577830.14,260147.44,260147.44,64577830.14,357163.04,357163.04,48095982.23,460136.92,453976.72,48095982.23,589439.68,556879.06,48095982.23,771617.1,733279.75,22151018.9,915099.77,913153.11,17599908.63,998531.68,998531.68,8953524.02,1187550.46,1182861.96,6904193,1930084.98,1606056.11,4403978.53,3352562.11,2226275.95
,,,701 - Asistencia Tecnica y Donaciones,2795720.18,2795720.18,0,0,2795720.18,0,0,2795720.18,0,0,2795720.18,0,0,2795720.18,0,0,2795720.18,0,0,2795720.18,0,0,6208253.74,0,0,6208253.74,0,0,6208253.74,0,0,2795723.18,0,0,2795723.18,0,0
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,258832.72,0,0,258832.72,0,0,258832.72,197260,1690.42,258832.72,197260,1690.42,258832.72,197260,197260,258832.72,197260,197260,258832.72,197260,197260,258832.72,197260,197260,258832.72,197260,197260
,,005  - AMPLIACION DE LA OFERTA DE CARRERAS Y PROGRAMAS PUBLICOS CON CALIDAD Y PERTINENCIA,202 - Préstamos Externos,8190356.61,8190356.61,0,0,8190356.61,0,0,8190356.61,0,0,8190356.61,0,0,8190356.61,0,0,8190356.61,0,0,8190356.61,0,0,5658188.61,2025734.4,2025734.4,5623251.11,1519300.8,1012867.2,3583436.05,2112313.77,506433.6,717621.99,4917085.28,506433.6,0,3933781.84,506433.6
,,"006  - FORTALECIMIENTO DE LA EDUCACION SUPERIOR UNIVERSITARIA, TECNICA Y TECNOLOGICA EN LA REGION AMAZONICA CON CRITER",003 - Recursos Provenientes de Preasignaciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979857.87,0,0,1979857.87,0,0,1979857.87,0,0,1979857.87,140821.86,15088.06,1258837.87,320805.14,32290
,,007  - CREACION DE LA UNIVERSIDAD DE SANTO DOMINGO DE LOS TSÁCHILAS,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141029.66,0,0,141029.66,4120.71,3986.88,141029.66,8241.42,8241.42,16306.46,12968.13,12968.13
,161 - UNIVERSIDAD DE CUENCA,001  - CONSTRUCCION EQUIPAMIENTO Y PUESTA EN FUNCIONAMIENTO DE LA RESIDENCIA ESCUELA UNIVERSITARIA - REU DE LA UNIVERSI,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,2184000,0,0,2201086.78,0,0,2201086.78,0,0,2203102.78,8543.39,8543.39,19102.78,8543.39,8543.39,19102.78,8543.39,8543.39,19102.78,8543.39,8543.39,19102.78,8543.39,8543.39,19102.78,19102.78,19102.78
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,13779.66,0,0,13779.66,0,0,13779.66,0,0,13779.66,6889.83,6889.83,13779.66,6889.83,6889.83,13779.66,6889.83,6889.83,13779.66,6889.83,6889.83,13779.66,6889.83,6889.83,13779.66,13779.66,13779.66
,,002  - EJECUCION DE OBRAS MENORES Y MANTENIMIENTO,001 - Recursos Fiscales,1000000,1000000,0,0,1000000,3864,3864,1000000,85857.05,85454.21,1000000,180515.28,180515.28,1096210.37,241165.11,241165.11,1456210.37,317061.56,302664.25,1456210.37,362014.7,355591.7,2716807.81,362014.7,362014.7,2554466.19,515136.86,422298,2550654.83,578285.03,578285.03,2328804.77,803914.4,803914.4,2173551.99,1072541.31,1072541.31
,,,003 - Recursos Provenientes de Preasignaciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424.93,0,0,424.93,383.81,383.81,424.93,383.81,383.81,20424.93,383.81,383.81,20424.93,383.81,383.81,18898.75,383.81,383.81,18898.75,383.81,383.81
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,68343.94,0,0,68343.94,35217.17,35217.17,68343.94,36154.97,35217.17,68343.94,63990.66,63990.66,68343.94,63990.66,63990.66,68343.94,63990.66,63990.66,68343.94,63990.66,63990.66,68343.94,63990.66,63990.66,68343.94,63990.66,63990.66
,,002  - PROGRAMA PARA EL MANEJO DEL AGUA Y DEL SUELO PROMAS UNIVERSIDAD DE CUENCA,001 - Recursos Fiscales,3000000,3000000,0,0,3000000,0,0,3000000,0,0,3000000,0,0,3000000,0,0,3000000,0,0,3000000,0,0,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,2000000,194151.5,194151.5,1856550,194823.5,194823.5,1856550,194823.5,194823.5,1856550,211514.57,202576.11,1856550,217717.64,217717.64,1856550,220859.1,220859.1,1856550,230279,230279
,,004  - BECAS,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,1018800,183698.46,183698.46,1018800,555221.33,555221.33,1140597.44,657576.98,561949.33,1140597.44,791119.88,791119.88,975000,816447.88,816447.88,975000,816633.23,816633.23,975000,816633.23,816633.23,975000,816633.23,816633.23,820863.68,816633.23,816633.23
,,,003 - Recursos Provenientes de Preasignaciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160107.28,66049,66049,160107.28,160019.97,160019.97
,,004  - EQUIPAMIENTO UNIVERSIDAD DE CUENCA,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,1282065.35,0,0,2059418.7,113307.85,113307.85,1699418.7,139114.79,132012.09,1697402.7,177673.84,175135.72,2786402.7,190043.1,190043.1,2907858.35,242786.19,239516.19,2911669.71,251855.43,251855.43,3232650.27,278578.07,259409.13,2435121.53,507402.46,507402.46
,,,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000,628.88,136.88,3500000,1877.61,1877.61,3500000,127482.61,127482.61,3500000,134908.38,134908.38,3470580.15,177152.07,157922.45,3500000,197238.13,190182.13,3500000,231271.5,228609.15,3500000,591466.29,402209.06
,,,003 - Recursos Provenientes de Preasignaciones,0,0,0,0,0,0,0,0,0,0,0,0,0,193470.82,0,0,193470.82,2576,2576,193470.82,68920,68920,193470.82,72089.35,72089.35,173470.82,73164.55,73164.55,297470.82,190181.87,109061.27,287470.82,196303.62,195224.34,287470.82,223787.37,223787.37
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,605078.43,0,0,605078.43,132535.79,132535.79,605078.43,132535.79,132535.79,605078.43,286368.04,286368.04,605078.43,286368.04,286368.04,605078.43,286368.04,286368.04,605078.43,475649.42,286368.04,605078.43,475649.42,475649.42,605078.43,475649.42,475649.42
,,004  - IRQUIS - CENTRO DE EXCELENCIA AGROPECUARIA -PLANIFICACION Y EJECUCION FASE I-,001 - Recursos Fiscales,97000,97000,0,0,97000,0,0,97000,0,0,97000,0,0,97000,0,0,97000,0,0,97000,0,0,97000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,43708.6,0,0,43708.6,0,0,43708.6,0,0,43708.6,0,0,43708.6,0,0,43708.6,0,0,43708.6,0,0,43708.6,0,0,43708.6,0,0
,,005  - FOMENTO Y DESARROLLO CIENTIFICO Y TECNOLOGICO,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,2044600,189748.1,173857.77,2166397.44,414919.16,414919.16,2044600,642565.43,577245.38,2044600,1019418.6,974862.97,2044600,1062953.88,1062953.88,2144630.36,1227131.08,1206267.46,2144630.36,1413509.73,1413509.73,2167289.67,1626126.93,1623679.16,2137289.67,2005370.08,2005370.08
,,,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143450,0,0,143450,0,0,172869.85,0,0,143450,4656.43,4656.43,143450,51925.59,51126.71,143450,137629.56,137629.56
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,19731.38,0,0,19731.38,19731.38,19731.38,19731.38,19731.38,19731.38,19731.38,19731.38,19731.38,19731.38,19731.38,19731.38,19731.38,19731.38,19731.38,19731.38,19731.38,19731.38,19731.38,19731.38,19731.38,19731.38,19731.38,19731.38
,,006  - IMPLEMENTACION DEL NODO DE CIENCIA TECNOLOGIA E INNOVACION DE LA UNIVERSIDAD DE CUENCA,001 - Recursos Fiscales,1000000,1000000,0,0,1000000,0,0,1000000,29408.38,29408.38,1030000,121369.59,51869.86,1320696.12,148243.13,126803.87,1320696.12,148243.13,148243.13,1320696.12,148410.88,148410.88,1320696.12,148410.88,148410.88,3926215.07,148410.88,148410.88,3926215.07,148410.88,148410.88,3528336.02,148410.88,148410.88,3246793.85,402634.2,207077.8
,,,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,3197401.59,180962,180962,3197401.59,204891.25,190487.57,3197401.59,240775.52,240775.52,3197401.59,240775.52,240775.52,3197401.59,240775.52,240775.52,3197401.59,252178.89,252178.89,3197401.59,252178.89,252178.89,3197401.59,289200.23,289200.23
,,,003 - Recursos Provenientes de Preasignaciones,0,0,0,0,0,0,0,0,0,0,0,0,0,273006.03,0,0,272581.1,0,0,272581.1,0,0,272581.1,0,0,272581.1,0,0,148581.1,0,0,0,0,0,0,0,0
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654499.11,0,0
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,478747.26,162166.02,0,478747.26,185412.66,185412.66,478747.26,185412.66,185412.66,478747.26,185412.66,185412.66,478747.26,185412.66,185412.66,478747.26,185412.66,185412.66,478747.26,185412.66,185412.66,478747.26,185412.66,185412.66,478747.26,478747.26,185412.66
,,007  - BONIFICACION POR JUBILACION DEL PERSONAL DOCENTE Y ADMINISTRATIVO DE LA UNIVERSIDAD DE CUENCA,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,1055369.1,0,0,1055369.1,0,0,1055369.1,0,0,1055369.1,0,0,1055369.1,0,0,1487705.76,0,0,1487705.76,0,0,0,0,0,0,0,0
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109295.89,792270.89,792270.89
,,017  - CENTRO DE INNOVACION Y DESARROLLO Y EMPRENDIMIENTO DE LA UNIVERSIDAD DE CUENCA,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,1000000,0,0,1000000,0,0,1000000,0,0,1000000,0,0,1000000,0,0,1000000,0,0,1000000,0,0,0,0,0,0,0,0
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,1000000,0
,,026  - IMPLEMENTACIÓN DEL NODO DE CIENCIA  TECNOLOGÍA E INNOVACIÓN DE LA UNIVERSIDAD DE CUENCA,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,98783.68,0,0,98783.68,0,0,98783.68,0,0,98783.68,0,0,98783.68,0,0,98783.68,0,0,98783.68,0,0,98783.68,0,0,98783.68,0,0
,,029  - EJECUCIÓN DE OBRAS MENORES Y MANTENIMIENTO,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,30346.42,0,0,30346.42,0,0,30346.42,0,0,30346.42,0,0,30346.42,0,0,30346.42,0,0,30346.42,0,0,30346.42,0,0,30346.42,0,0
,162 - UNIVERSIDAD ESTATAL DE BOLIVAR,001  - III FASE INSTITUO DE IDIOMAS E INFORMATICA,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63634.62,0,0,63634.62,63634.11,63634.11,63634.62,63634.11,63634.11,63634.62,63634.11,63634.11,63634.62,63634.11,63634.11,63634.62,63634.11,63634.11
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51318.22,0,0,51318.22,51318.22,51318.22,51318.22,51318.22,51318.22,51318.22,51318.22,51318.22,51318.22,51318.22,51318.22,51318.22,51318.22,51318.22
,,001  - PROGRAMA DE MEJORAMIENTO DE LA CALIDAD DE VIDA DE LA POBLACION DE LA PROVINCIA BOLIVAR MEDIANTE ACTIVIDADES DEPO,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000,0,0,23000,0,0,0,0,0,0,0,0
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,003  - PROGRAMA DE INTEGRACION DEL CONOCIMIENTO BASICO Y APLICADO PARA LA RESOLUCION DE PROBLEMAS DEL CONTEXTO AGRICOLA,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351620,0,0,351620,0,0,0,0,0,0,0,0
,,008  - CULMINACION DEL EDIFICIO DE POSGRADO,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136132.44,0,0,136132.44,71571.96,71571.96,136132.44,71571.96,71571.96,136132.44,71571.96,71571.96,136132.44,71571.96,71571.96,136132.44,136131.74,136131.74
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109784.22,0,0,109784.22,109784.22,109784.22,109784.22,109784.22,109784.22,109784.22,109784.22,109784.22,109784.22,109784.22,109784.22,109784.22,109784.22,109784.22
,,009  - IMPLEMENTACION DE LABORATORIOS ESPECIALIZADOS,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23862.86,21756,21756,52862.86,21756,21756,52862.86,21756,21756,52862.86,21756,21756,52862.86,21756,21756,52862.86,48754.86,48754.86
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39771.42,0,0,39771.42,0,0,39771.42,0,0,39771.42,0,0,39771.42,0,0,39771.42,39771.42,39771.42
,,014  - PROYECTO JUBILACIONES DE LOS SERVIDORES DE LA UNIVERSIDAD ESTATAL DE BOLIVAR 2019-2021,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504158,0,0,504158,0,0,504158,0,0,0,0,0,0,0,0
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843962.74,807599.17,807599.17
,,019  - SISTEMA NACIONAL DE NIVELACION Y ADMISION,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5616,0,0,5616,0,0,5616,7.4,7.4,3616,7.4,7.4
,,020  - ESTUDIO DE INGENIERIAS ESPECIALES,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29848,4648,4648,29848,29848,29848,29848,29848,29848,29848,29848,29848,29848,29848,29848,29848,29848,29848
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42000,0,0,42000,42000,42000,42000,42000,42000,42000,42000,42000,42000,42000,42000,42000,42000,42000
,,021  - MANTENIMIENTO DE LA INFRAESTRUCTURA FISICA,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111078.38,0,0,111078.38,0,0,111078.38,0,0,6000,3750.15,0,8000,5365.92,5365.92
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9714.6,0,0,9714.6,0,0,9714.6,0,0,9714.6,9714.6,0,9714.6,9714.6,9714.6
,,022  - SISTEMA DE RIEGO FF.CC. AGROPECUARIAS AÑO 2015,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69762.91,0,0,69762.91,36664.84,36664.84,69762.91,36664.84,36664.84,69762.91,36664.84,36664.84,69762.91,36664.84,36664.84,69762.91,69762.88,69762.88
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56260.4,0,0,56260.4,29568.43,29568.43,56260.4,29568.43,29568.43,56260.4,29568.43,29568.43,56260.4,29568.43,29568.43,56260.4,56260.4,56260.4
,,024  - REHABILITACION EDIFICIO FACULTAD CIENCIAS ADMINISTRATIVAS,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157106.21,0,0,157106.21,83970.82,83970.82,157106.21,83970.82,83970.82,157106.21,83970.82,83970.82,157106.21,83970.82,83970.82,157106.21,157106.21,157106.21
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126698.56,0,0,126698.56,67718.4,67718.4,126698.56,67718.4,67718.4,126698.56,67718.4,67718.4,126698.56,67718.4,67718.4,126698.56,126698.55,126698.55
,,026  - CONSTRUCCION BLOQUE DE AULAS FACULTAD DE CIENCIAS ADMINISTRATIVAS,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350000,0,0,350000,0,0,350000,0,0,0,0,0,0,0,0
,,027  - FORTALECIMIENTO Y CAPACITACION DOCENTE,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,40000,0,0,40000,0,0,0,0,0,0,0,0
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28273.64,0,0
,,028  - REPOTENCIACION DE LA RED DE TELECOMUNICACIONES DE LA UNIVERSIDAD ESTATAL DE BOLIVAR DIRECCION DE POSGRADO,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,200000,0,0,200000,0,0,0,0,0,0,0,0
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,163 - ESCUELA SUPERIOR POLITECNICA DEL CHIMBORAZO,001  - EQUIPAMIENTO   COMPRA DE MUEBLES Y REPOTENCIACION DE LABORATORIOS E INFRAESTRUCTURA ADMINISTRATIVA Y ACADEMICA,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,76734,0,0,76734,0,0,76734,76734,76734,76734,76734,76734,76734,76734,76734,76734,76734,76734,76734,76734,76734,76734,76734,76734
,,,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769005.61,0,0,769005.61,0,0,769005.61,0,0,769005.61,0,0,640480.5,0,0,640480.5,12981.43,1390.87
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127890,0,0,127890,127890,127890,127890,127890,127890,127890,127890,127890,127890,127890,127890,127890,127890,127890,127890,127890,127890
,,002  - FORTALECIMIENTO DEL SISTEMA DE SEGURIDAD INTERNA DE LA ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114954.28,0,0,114954.28,0,0,114954.28,0,0,114954.28,0,0,114954.28,0,0,113894.74,0,0
,,,003 - Recursos Provenientes de Preasignaciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,1000000,0,0,1000000,0,0
