Sectorial Entidad Proyecto Fuente,,,,INICIAL,Codificado Enero,Devengado Enero,Pagado Enero,Codificado Febrero,Devengado Febrero,Pagado Febrero,Codificado Marzo,Devengado Marzo,Pagado Marzo,Codificado Abril,Devengado Abril,Pagado Abril,Codificado Mayo,Devengado Mayo,Pagado Mayo,Codificado Junio,Devengado Junio,Pagado Junio,Codificado Julio,Devengado Julio,Pagado Julio,Codificado Agosto,Devengado Agosto,Pagado Agosto,Codificado Septiembre,Devengado Septiembre,Pagado Septiembre,Codificado Octubre,Devengado Octubre,Pagado Octubre,Codificado Noviembre,Devengado Noviembre,Pagado Noviembre,Codificado Diciembre,Devengado Diciembre,Pagado Diciembre
,,,202 - Préstamos Externos,2433496.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,701 - Asistencia Tecnica y Donaciones,47562.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,141 - INSTITUTO NACIONAL DE PATRIMONIO CULTURAL,001  - PROGRAMA DE REFORMA INSTITUCIONAL DE LA GESTION PUBLICA,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34072.5,34072.5,34072.5
,,005  - DISEÃ`O E IMPLEMENTACION DEL SISTEMA DE GESTION DE,202 - Préstamos Externos,500000,500000,0,0,500000,0,0,500000,0,0,500000,0,0,500000,0,0,500000,0,0,500000,0,0,159431.73,0,0,500000,0,0,500000,0,0,500000,5661.6,5661.6,500000,290996.18,78423.08
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117965.03,0,0,117965.03,0,0,117965.03,117965.03,998.71
,148 - SECRETARIA DEL DEPORTE,001  - DESARROLLO DE LA ACTIVIDAD FISICA EN EL DEPORTE FO,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,202 - Préstamos Externos,4753353.6,6800579,0,0,6800579,74802.44,26386.72,6800579,82360.86,82360.86,6800579,407903.69,407903.69,3727171.76,407903.69,407903.69,3727171.76,408983.69,408501.55,3057888.37,408983.69,408983.69,2857888.37,411633.69,409267.62,709584.28,411633.69,411633.69,709584.28,411633.69,411633.69,673004.28,411633.69,411633.69,672565.99,659629.71,542278.43
,,001  - PLANIFICACION  EJECUCION Y TERMINACION DE PROYECTO,202 - Préstamos Externos,3000000,232171.58,0,0,232171.58,0,0,232171.58,0,0,232171.58,0,0,232171.58,0,0,232171.58,0,0,232171.58,0,0,232171.58,0,0,74337.09,0,0,74337.09,0,0,57924.69,0,0,57924.69,15400.54,1650.06
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169821.42,0,0,169821.42,0,0,169821.42,0,0,169821.42,0,0,169821.42,0,0
,,003  - APOYO AL DEPORTE DE ALTO RENDIMIENTO 2013 - 2016,202 - Préstamos Externos,12016467.54,12737070.56,0,0,12737070.56,0,0,12737070.56,157671.58,157671.58,12737070.56,674571.58,546971.58,10347304.38,2867615.82,613067.07,10347304.38,2946856.82,1053821.86,11016587.77,3143856.82,1237221.86,11016587.77,3149556.82,2285561.08,10609100.73,3946462,2983438.03,10609100.73,7090211.4,3880440.66,10409100.73,8574597.29,4423831.54,10171914.95,10113002.89,6537794.75
,,004  - CENTRO DE FORMACION DE DEPORTE COLECTIVO EN EL SEC,202 - Préstamos Externos,25451.85,25451.85,0,0,25451.85,0,0,25451.85,0,0,25451.85,0,0,25451.85,0,0,25451.85,0,0,25451.85,0,0,25451.85,0,0,11758.58,0,0,11758.58,0,0,11758.58,0,0,11758.58,0,0
,,006  - CONSTRUCCION Y REHABILITACION DE INFRAESTRUCTURA DEPORTIVA A NIVEL NACIONAL JUEGO LIMPIO 2030,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2727318.89,0,0,2727318.89,0,0,2727318.89,0,0,2063133.28,0,0
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379454.75,0,0,379454.75,0,0
,,099  - ANTICIPO POR DEVENGAR DE EJERCICIOS ANTERIORES,001 - Recursos Fiscales,1480195.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,202 - Préstamos Externos,16654.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,150 - MINISTERIO DE CULTURA Y PATRIMONIO,001  - RECUPERACION Y MEJORAMIENTO DE LOS REPOSITORIOS DE,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,202 - Préstamos Externos,517874.21,517874.21,0,0,517874.21,0,0,517874.21,0,0,517874.21,0,0,517874.21,0,0,517874.21,0,0,517874.21,0,0,517874.21,0,0,517874.21,11062.61,523.2,317874.21,80763.94,12644.14,317874.21,81498.32,13378.52,317874.21,110287.26,34176.17
,,002  - PROGRAMA DE REFORMA INSTITUCIONAL DE LA GESTION PUBLICA,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81420,65490,65490,129652.5,113722.5,113722.5
,,003  - CONSTRUCCION DE TEATRO DE LOJA,202 - Préstamos Externos,290000,290000,0,0,290000,0,0,290000,0,0,290000,0,0,290000,0,0,290000,0,0,290000,0,0,26338.41,0,0,26338.41,0,0,0,0,0,0,0,0,0,0,0
,,003  - IMPLEMENTACION DE LA SEGUNDA FASE DEL PLAN DE PROT,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,202 - Préstamos Externos,1000000,1000000,40010.07,38544.17,1000000,75425.68,74661.67,1000000,110052.45,79365.81,1000000,112778.06,112778.06,1000000,153829.34,146729.66,1000000,183083.68,183083.68,1000000,224793.41,206783.47,922193.75,229640.12,229640.12,922193.75,269233.54,250356.32,920154.5,289949.74,289949.74,920154.5,518685.5,313995.76,920154.5,641401.32,387326.38
,,,701 - Asistencia Tecnica y Donaciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,006  - PLAN NACIONAL DE PROMOCION DEL LIBRO Y LA LECTURA,202 - Préstamos Externos,1258748.39,1258748.39,20963.13,19585.49,1258748.39,48968.43,48968.43,1258748.39,74550.83,50884.01,1258748.39,75341.1,75341.09,708748.39,204530.24,151821.31,708748.39,218657.55,166028.62,708748.39,236774.7,177970.93,410748.39,238791.27,186162.34,410748.39,248838.36,190471.64,410748.39,256787.24,256787.24,410748.39,263296.32,257323.7,410748.39,364389.44,291419.44
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,437500,0,0,437500,437500,0,437500,437500,0,437500,437500,0,437500,437500,0,437500,437500,0,437500,437500,437500,437500,437500,437500,437500,437500,437500
,,099  - ANTICIPO POR DEVENGAR DE EJERCICIOS ANTERIORES,001 - Recursos Fiscales,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,158 - INSTITUTO DE FOMENTO AL TALENTO HUMANO,001  - FORTALECIMIENTO DEL CONOCIMIENTO Y TALENTO HUMANO,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,4673209.05,2652473.32,2468073.49,4673209.05,4118828.08,3952212.34,4673209.05,4659574.02,4572169.07,4673209.05,4659574.02,4659574.02,4659574.02,4659574.02,4659574.02,4659574.02,4659574.02,4659574.02,4659574.02,4659574.02,4659574.02,4659574.02,4659574.02,4659574.02,4659574.02,4659574.02,4659574.02
,,,202 - Préstamos Externos,0,0,0,0,75295001.16,2500699.81,543421.14,73295001.16,3395004.95,3370123.7,68621792.11,3438172.91,3425114.97,68621792.11,3438172.91,3436190.91,68621792.11,3479438.57,3477456.57,68621792.11,13160523.1,3569905.07,13153913.64,13153913.64,4667722.02,13153913.64,13153913.64,13153913.64,13153913.64,13153913.64,13153913.64,13153913.64,13153913.64,13153913.64,13153913.64,13153913.64,13153913.64
,,002  - FORMACION CAPACITACION Y CERTIFICACION DEL TALENTO HUMANO EN SALUD,202 - Préstamos Externos,0,0,0,0,18470764.68,0,0,18470764.68,0,0,18470764.68,0,0,18470764.68,0,0,18470764.68,3449543.3,0,18470764.68,5107309.28,3406847.14,5107309.28,5107309.28,5107309.28,5107309.28,5107309.28,5107309.28,5107309.28,5107309.28,5107309.28,5107309.28,5107309.28,5107309.28,5107309.28,5107309.28,5107309.28
,159 - SECRETARIA DE EDUCACION SUPERIOR CIENCIA TECNOLOGIA E INNOVACION,001  - FORTALECIMIENTO DEL CONOCIMIENTO Y TALENTO HUMANO,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13635.03,0,0,13635.03,0,0,13635.03,0,0,13635.03,0,0,13635.03,0,0
,,,202 - Préstamos Externos,96050995.27,96050995.27,12801.09,12666.76,20755994.11,25243.29,24801.63,19875021.57,33272.51,26359.05,19875021.57,33704.27,33704.27,4875021.57,47935.03,47666.37,4875021.57,48338.87,48338.87,4661410.62,54848.49,54848.49,48915987.63,62724.82,62724.82,48915987.63,5751503.15,502592.73,48915987.63,9074811.19,7091247.04,48915987.63,18152321.44,13950968.54,41396901.17,22788411.08,21916997.53
,,001  - SISTEMA NACIONAL DE NIVELACION Y ADMISION,202 - Préstamos Externos,7298537.59,7298537.59,33615.42,32726.35,7298537.59,111265.49,75487.22,7298537.59,180655.64,97836.44,6420853.69,182594.7,152319.79,5360770.15,243717.6,212592.29,5276692.15,298947.62,215482.71,5179880.95,357424.01,243071.1,4506071.14,501869.41,277855.12,4416676.19,534962.1,310706.27,2518156.69,615791.59,510565.78,2139522.95,733153.04,554371.98,833179.94,966607.77,677276.41
,,002  - PROYECTOS DE I+D+I,202 - Préstamos Externos,4873917.64,4873917.64,4062.54,4062.54,4873917.64,8433.71,8433.71,4873917.64,12804.88,8742.34,4873917.64,13113.51,13113.51,4873917.64,21547.22,21547.22,4873917.64,21855.85,21855.85,2354997.96,26090.91,26090.91,566997.96,31361.82,31361.82,566997.96,45596.88,35596.88,566997.95,53664.14,53664.14,451137.95,58872.38,53972.77,419730.71,500950.05,67257.18
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,003  - FORMACION CAPACITACION Y CERTIFICACION DEL TALENTO HUMANO EN SALUD,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13363455.4,0,0,13363455.4,0,0,13363455.4,126037.97,25989.05,13363455.4,5348373.86,2375576.89,13363455.4,7449602.65,4781892.62
,,003  - PLAN DE CONTINGENCIA,202 - Préstamos Externos,388201,388201,0,0,388201,0,0,388201,0,0,388201,0,0,388201,0,0,388201,0,0,388201,0,0,388201,0,0,388201,0,0,388201,0,0,388201,0,0,0,0,0
,,004  - RECONVERSION DE LA EDUCACION TECNICA Y TECNOLOGICA,202 - Préstamos Externos,44038741,44038741,71071.47,71071.47,44038741,150202.29,149229.79,45495431.69,234267.8,155788.11,43268217.95,502607.31,263057.3,25570679.48,738728.54,515876.03,25570679.48,1137834.31,1134504.31,25043187.18,1384567.65,1219126.39,28775989.25,1561073.77,1302410.25,28655559.95,2067922.74,1509198.33,28655559.95,2587156.72,2044083.23,14845350.05,2712329.48,2312841.52,12696787.39,2876464.21,2568393.03
,,,701 - Asistencia Tecnica y Donaciones,12600000,12600000,0,0,12600000,0,0,11143309.31,0,0,11143309.31,0,0,11143309.31,0,0,11143309.31,1204142.71,568661.71,11143309.31,1204142.71,1204142.71,7324507.24,1204142.71,1204142.71,7324507.24,1204142.71,1204142.71,7324507.24,1204142.71,1204142.71,7324507.24,1204142.71,1204142.71,7324507.24,1204142.71,1204142.71
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,1471729.97,0,0,1471729.97,0,0,1471729.97,0,0,1471729.97,1471729.97,695030.97,1471729.97,1471729.97,1471729.97,1471729.97,1471729.97,1471729.97,1471729.97,1471729.97,1471729.97,1471729.97,1471729.97,1471729.97,1471729.97,1471729.97,1471729.97,1471729.97,1471729.97,1471729.97
,,005  - AMPLIACION DE LA OFERTA DE CARRERAS Y PROGRAMAS PU,202 - Préstamos Externos,2655737.26,2655737.26,0,0,2655737.26,0,0,3536709.8,0,0,3536709.8,0,0,3536709.8,0,0,3536709.8,0,0,3536709.8,0,0,2655737.26,0,0,2655737.26,0,0,2532168,0,0,2532168,0,0,2532168,0,0
,,006  - FORTALECIMIENTO DE LA EDUCACION SUPERIOR UNIVERSIT,003 - Recursos Provenientes de Preasignaciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6218262.13,0,0,6218262.13,0,0,6218262.13,1174511.33,1098261.58
,,,202 - Préstamos Externos,6304662.13,6304662.13,0,0,6304662.13,0,0,6304662.13,0,0,6304662.13,0,0,6304662.13,0,0,6304662.13,0,0,6304662.13,0,0,6304662.13,0,0,6304662.13,0,0,86400,0,0,86400,0,0,0,0,0
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152499.5,76249.75,0
,,007  - CREACION DE LA UNIVERSIDAD DE SANTO DOMINGO DE LOS,202 - Préstamos Externos,148212.82,148212.82,0,0,148212.82,2792.25,2657.92,148212.82,5584.5,2792.25,1025896.72,5584.5,5584.5,1025896.72,11169,11034.67,1025896.72,11169,11169,1025896.72,13557.41,13557.41,622533.35,16145.82,16145.82,622533.35,19156.95,18534.23,622533.35,21545.36,21545.36,622533.35,23824.57,21646.32,26735.26,26735.26,26735.26
,,099  - ANTICIPO POR DEVENGAR DE EJERCICIOS ANTERIORES,202 - Préstamos Externos,27230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,161 - UNIVERSIDAD DE CUENCA,001  - CONSTRUCCION  EQUIPAMIENTO Y PUESTA EN FUNCIONAMIE,201 - Colocaciones Externas,8965.8,8965.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,002  - EJECUCION DE OBRAS MENORES Y MANTENIMIENTO,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,201 - Colocaciones Externas,0,0,0,0,1072541.31,0,0,1482818.39,0,0,1482818.39,14380.8,14380.8,1397239.35,29366.4,29366.4,1397239.35,43747.2,40147.2,1397239.35,58128,58128,1397239.35,76092.8,76092.8,1397239.35,91381.2,90570.84,1397239.35,91381.2,77730.84,718763.54,101181.2,101181.2,915508.49,138203.92,138203.92
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770249.48,0,0,770249.48,0,0,770249.48,0,0,770249.48,0,0,770249.48,0,0,770249.48,0,0,769198.26,121480.98,121480.98
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,48374.08,0,0,288165.03,0,0,288165.03,0,0,288165.03,0,0,288165.03,0,0,288165.03,0,0,288165.03,0,0,288165.03,0,0,288165.03,0,0,288165.03,94206.27,94206.27
,,002  - PROGRAMA PARA EL MANEJO DEL AGUA Y DEL SUELO PROMA,201 - Colocaciones Externas,120346.85,120346.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,004  - BECAS,201 - Colocaciones Externas,816447.88,816447.88,0,0,200000,0,0,200000,0,0,200000,157876.58,157876.58,900000,283908.58,283908.58,900000,422280.58,283908.58,900000,454456.25,425880.58,900000,554204,552944,900000,555524,555524,900000,555524,555524,900000,570694,570694,703255.05,673782.17,673782.17
,,004  - EQUIPAMIENTO UNIVERSIDAD DE CUENCA,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,5787.04,620.04,120670.75,30196.31,30196.31
,,,201 - Colocaciones Externas,268774.1,268774.1,0,0,172186.76,0,0,1373616.68,0,0,1373616.68,0,0,723616.68,0,0,723616.68,1457.11,1457.11,720614.07,15802.44,4489.14,720614.07,22109.08,22109.08,720614.07,22109.08,22109.08,720614.07,22109.08,22109.08,720614.07,22109.08,22109.08,720614.07,30059.08,30059.08
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1398085.28,0,0,1398085.28,0,0,1398085.28,0,0,1398085.28,0,0,1398085.28,0,0,1398085.28,0,0,1399136.5,68452.11,68452.11
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,240865.79,0,0,240865.79,0,0,240865.79,0,0,240865.79,0,0,240865.79,0,0,240865.79,0,0,240865.79,0,0,240865.79,0,0,240865.79,39964.28,39964.28
,,005  - FOMENTO Y DESARROLLO CIENTIFICO Y TECNOLOGICO,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,201 - Colocaciones Externas,1002662,1287274.91,0,0,1287274.91,0,0,1377000,0,0,1377000,239346.2,239346.2,1377000,350778.2,350778.2,1377000,489626.11,434854,1380002.61,592463.19,567770.89,1380002.61,718148.96,715800.12,1380002.61,808262.82,791618.47,1380002.61,808173.41,779494.77,1380002.61,811361.62,811361.62,1380002.61,1018771.69,1018771.69
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78046.9,0,0,78046.9,0,0,78046.9,0,0,78046.9,0,0,78046.9,0,0,78046.9,0,0,78046.9,0,0
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,34895,0,0,34895,0,0,34895,0,0,34895,0,0,34895,0,0,34895,0,0,34895,0,0,34895,0,0,34895,0,0
,,006  - IMPLEMENTACION DEL NODO DE CIENCIA  TECNOLOGIA E INNOVACION DE LA UNIVERSIDAD DE CUENCA,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,99329.25,9508.8,9508.8
,,,201 - Colocaciones Externas,0,0,0,0,322551.46,0,0,431488.74,0,0,431488.74,0,0,467067.78,0,0,467067.78,0,0,467067.78,0,0,467067.78,0,0,467067.78,0,0,467067.78,0,0,467067.78,0,0,467067.78,0,0
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1791202.28,0,0,1791202.28,0,0,1791202.28,0,0,1791202.28,0,0,1791202.28,0,0,1791202.28,0,0,1791202.28,355091.56,355091.56
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,1047098.61,0,0,1047098.61,0,0,1047098.61,0,0,1047098.61,0,0,1047098.61,0,0,1047098.61,0,0,1047098.61,0,0,1047098.61,0,0,1047098.61,321287.71,321287.71
,,007  - BONIFICACION POR JUBILACION DEL PERSONAL DOCENTE Y,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,201 - Colocaciones Externas,1055369.1,770756.19,0,0,770756.19,0,0,770756.19,0,0,770756.19,0,0,770756.19,0,0,770756.19,0,0,770756.19,0,0,770756.19,0,0,770756.19,0,0,770756.19,0,0,1449232,0,0,1449232,940355.91,940355.91
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,018  - FORTALECIMIENTO ESTRATEGICO DE LOS LABORATORIOS DE MICRO RED ELECTRICA Y BIOENERGIA DE LA UNIVERSIDAD DE CUENCA,201 - Colocaciones Externas,0,0,0,0,0,0,0,95760,0,0,95760,0,0,95760,0,0,95760,0,0,95760,0,0,95760,0,0,95760,0,0,95760,0,0,95760,0,0,95760,0,0
,,,701 - Asistencia Tecnica y Donaciones,0,0,0,0,0,0,0,798000,0,0,798000,0,0,798000,0,0,798000,0,0,798000,0,0,798000,0,0,798000,0,0,798000,0,0,798000,0,0,798000,0,0
,,026  - IMPLEMENTACION DEL NODO DE CIENCIA  TECNOLOGIA E I,201 - Colocaciones Externas,141363.84,141363.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,142492.28,0,0,142492.28,0,0,142492.28,0,0,142492.28,0,0,142492.28,0,0,142492.28,0,0,142492.28,0,0,142492.28,0,0,142492.28,0,0
,,029  - EJECUCION DE OBRAS MENORES Y MANTENIMIENTO,201 - Colocaciones Externas,411381.06,411381.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,0,0,0,0,0,0,30346.42,0,0,30346.42,0,0,30346.42,0,0,30346.42,0,0,30346.42,0,0,30346.42,0,0,30346.42,0,0,30346.42,0,0,30346.42,0,0
,162 - UNIVERSIDAD ESTATAL DE BOLIVAR,002  - PROGRAMA DE CANJE DE DEUDA,701 - Asistencia Tecnica y Donaciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,014  - PROYECTO JUBILACIONES DE LOS SERVIDORES DE LA UNIV,201 - Colocaciones Externas,504158,504158,0,0,504158,0,0,504158,0,0,504158,0,0,504158,0,0,504158,0,0,504158,0,0,504158,0,0,504158,0,0,504158,0,0,504158,0,0,597706.92,560831.92,560831.92
,,030  - FORTALECIMIENTO DE LA INFRAESTRUCTURA TECNOLOGICA DE LA UEB,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207386.88,0,0,207386.88,0,0,113837.96,0,0
,,031  - FORTALECIMIENTO DE LOS LABORATORIOS PARA EL DESARROLLO DE LA CAPACIDAD ANALITICA DE LOS ESTUDIANTES DE LAS DIFER,201 - Colocaciones Externas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295571.8,0,0,295571.8,0,0,295571.8,80404.99,80404.99
,,099  - ANTICIPO POR DEVENGAR DE EJERCICIOS ANTERIORES,001 - Recursos Fiscales,135158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,135158,0,0,135158,0,0,135158,0,0,135158,0,0,135158,0,0,135158,0,0,135158,0,0,135158,0,0,135158,0,0,135158,0,0,135158,0,0,135158,0,0
,163 - ESCUELA SUPERIOR POLITECNICA DEL CHIMBORAZO,001  - EQUIPAMIENTO  COMPRA DE MUEBLES Y REPOTENCIACION D,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,226647.35,0,0,226647.35,0,0,226647.35,0,0,226647.35,0,0,226647.35,0,0,226647.35,0,0,226647.35,0,0,226647.35,74592,21311.99,226647.35,74592,74592,226647.35,226647.28,139630.26
,,,201 - Colocaciones Externas,16126.89,16126.89,0,0,16126.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,377745.45,0,0,377745.45,0,0,377745.45,0,0,377745.45,0,0,377745.45,0,0,377745.45,0,0,377745.45,0,0,377745.45,0,0,377745.45,124319.99,0,377745.45,124319.99,124319.99,377745.45,377745.45,174705.75
,,002  - FORTALECIMIENTO DEL SISTEMA DE SEGURIDAD INTERNA D,002 - Recursos Fiscales generados por las Instituciones,0,0,0,0,0,0,0,40909.37,0,0,40909.37,0,0,40909.37,0,0,40909.37,40909.35,11688.38,40909.37,40909.35,40909.35,40909.37,40909.35,40909.35,40909.37,40909.35,40909.35,40909.37,40909.35,40909.35,40909.37,40909.35,40909.35,40909.37,40909.35,40909.35
,,,003 - Recursos Provenientes de Preasignaciones,0,0,0,0,0,0,0,298073.35,0,0,298073.35,0,0,298073.35,0,0,298073.35,815.44,0,298073.35,2938.92,1042.96,298073.35,3463.35,2995.11,298073.35,3463.35,3463.35,298073.35,3463.35,3463.35,298073.35,119203.56,3463.35,298073.35,297973.61,138703.4
,,,201 - Colocaciones Externas,300000,300000,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,998 - ANTICIPOS DE EJERCICIOS ANTERIORES,0,0,0,0,557482.24,0,0,557482.24,0,0,557482.24,0,0,557482.24,0,0,557482.24,68182.25,0,557482.24,68182.25,68182.25,557482.24,68182.25,68182.25,557482.24,68182.25,68182.25,557482.24,68182.25,68182.25,557482.24,338246.7,68182.25,557482.24,557482.24,185847.79
,,003  - FORTALECIMIENTO DE LAS CAPACIDADES EN CIENCIA TECNOLOGIA INVESTIGACION E INNOVACION DE LAS INSTITUCIONES DE EDU,001 - Recursos Fiscales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81840.13,0,0,81840.13,67840.13,27235.13,81840.13,67840.13,27235.13,81840.13,81840.13,81840.13
,,,202 - Préstamos Externos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
