id,text,G13T,target_non_classified,G4T1,G4T9,G1T1,G1T3,G8T7,G1T2,G9T,G16T,G8T6,G9T5,G16T1,G11T,G2T2,G14T5,G8T5,G15T1,G9T7,G12T,G1T,G4T3,G4T5,G4T6,G13T2,G7T,G3T12,G7,G15,G1,G11,G2,sdg_non_classified,G12,G16,G3,G8,G14,G4,G13,G9
BASE-O-1035,ministerio de transporte y obras publicas rehabilitacion c cumbe ona tramo cumbe la jarata de km incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1036,ministerio de transporte y obras publicas construccion y fiscalizacion del puente sobre el rio pajan en la poblacion de guale ubicado en la provincia de manabi incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1037,ministerio de transporte y obras publicas estudios de factibilidad impactos ambientales e ingenieria definitivos de los pasos laterales en los recintos nuevo israel y las delicias en la carretera santo domingo el carmen ubicado en la provincia de santo domingo de los tsachilas incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1038,ministerio de transporte y obras publicas rehabilitacion y mejoramiento de las calles de julio macara santa cruz santa maria loja colon ferrer contero alcala azogues vasquez de avila manabi benjamin carrion pio jaramillo alvarado chiriboga y cofanes de km de longitud ubicada en la provincia de sucumbios incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1039,ministerio de transporte y obras publicas estudios de factibilidad impactos ambientales e ingenieria definitivos de la carretera de enlace del sitio pajonal con la ruta e en el tramo san clemente bahia de caraquez long km en la provincia de manabi incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1040,ministerio de transporte y obras publicas senalizacion turistica incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1041,ministerio de transporte y obras publicas estudios de los sitios inestables y evaluacion del pavimento de la via matrama mazar ubicada en la provincia del canar incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1042,ministerio de transporte y obras publicas construccion del puente sobre el rio chota y sus accesos viales ubicado aproximadamente en el km de la panamericana norte en el sector tumbatu canton bolivar provincia del carchi incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1043,ministerio de transporte y obras publicas estudios de factibilidad impactos ambientales e ingenieria definitivos para la ampliacin a carriles de la carretera nueva loja jivino verde shushufindi puerto itaya de km de logitud ubicado en el canton shuhsufindi provincia sucumbios incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1044,ministerio de transporte y obras publicas repavimentacin de la carretera jivino verde shuhsufindi de km de logitud ubicado en el cantn shushufindi provincia sucumbios incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1045,ministerio de transporte y obras publicas construccion de los puentes guabitosan marthalos monos ubicados en la carreteras palestina vinces provincia de los rios incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1046,ministerio de transporte y obras publicas estudios definitivos para el diseno del puente paralelo al existente sobre el rio san pablo y solucion vial del sector ubicado en la parroquia santa elena provincia de santa elena incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1047,ministerio de transporte y obras publicas construccion del paso lateral en salitre y el puente sobre el rio vinces ubicada en la provincia del guayas incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1048,ministerio de transporte y obras publicas proyecto de ejecucion de la cabecera de carga en ecuador del centro binacional de atencion en frontera cebaf en el paso de rumichaca incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1049,ministerio de transporte y obras publicas estudios prepreliminares para la carretera lojamalacatosvilcabamba de aproximadamente km de longitud ubicada en la provincia de loja incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1050,ministerio de transporte y obras publicas estudios de ingenieria definitivos para la construccion de los puentes vehiculares sobre los rios shushufindi la norte de julio quilindana eno y sus accesos viales ubicados en la carretera shushufindi la primavera aguarico provincia de sucumbios incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1051,ministerio de transporte y obras publicas construccion del puente guango via papallactabaeza incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1052,ministerio de transporte y obras publicas inventario vial georeferenciado incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1053,ministerio de transporte y obras publicas rehabilitacion c huigra piedreros incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1054,ministerio de transporte y obras publicas rehabilitacion de la via guamote socavon con una longitud de km incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1055,ministerio de transporte y obras publicas mantenimiento por resultados papallactabaezasimon bolivar incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1056,ministerio de transporte y obras publicas mantenimiento por resultados puente san miguellago agriococaloretohuataraco incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1057,ministerio de transporte y obras publicas mantenimiento por resultados zamora gualaquiza incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1058,ministerio de transporte y obras publicas construccion en carriles en pavimento rigido del anillo vial de quevedo tramo ii ubicado en las provincia de los rios de km incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1059,ministerio de transporte y obras publicas reconstruccion y mantenimiento de la via chone flavio alfaro de km incluido la construccion paso lateral de flavio alfaro y puentes bejuco y garrapata incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1060,ministerio de transporte y obras publicas rectificacion y mejoramiento de la carretera yamanuncapuerto providencia incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1061,ministerio de transporte y obras publicas construccion de la carretera de octubremacas incluido paso lateral occidental incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1062,ministerio de transporte y obras publicas rehabilitacion y mantenimiento de la carretera balsapambamontalvobabahoyo incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1063,ministerio de transporte y obras publicas viabilidad anillo vial de quevedo tramo ii pavimento flexible incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1064,"ministerio de transporte y obras publicas ampliacion de la carretera santa rosa""y"" del cambio incremento de infraestructura del transporte vial",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1065,ministerio de transporte y obras publicas rehabilitacion de la carretera puerto baquerizo morenola galapaguerapuerto chino ubicado en la isla san cristobalprovincia de galapagos incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1066,ministerio de transporte y obras publicas construccion del puente paralelo al existente sobre el rio san pablo y solucion vial del sector ubicado en el canton santa elena provincia de santa elena incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1067,ministerio de transporte y obras publicas construccion del puente sobre el rio huataraco de m ubicado en el canton loreto incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1068,ministerio de transporte y obras publicas puentes en via puerto quito la sexta incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1069,ministerio de transporte y obras publicas ampliacion de la carretera el empalme celica alamor y su mantenimiento incluye la construccion del puente laramine incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1070,"ministerio de transporte y obras publicas estabilizacion del sector de ""el rosario"" en la carretera limon bella union incremento de infraestructura del transporte vial",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1071,ministerio de transporte y obras publicas asfaltado de las calles del barrio de marz ubicado en la ciudad de esmeraldas canton esmeraldas provincia de esmeraldas incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1072,ministerio de transporte y obras publicas estudios de ingenieria definitivos para el puente muisne con una longitud aproximada de m ubicado en la poblacion de muisne provincia de esmeraldas incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1073,ministerio de transporte y obras publicas estudios para la construccion del puente sobre el rio aguarico de aproximadamente metros de longitud incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1074,ministerio de transporte y obras publicas construccion y operacion de un terminal maritimo de carga hacia las islas galapagos incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1075,ministerio de transporte y obras publicas construccion del paso lateral de loja longitud km incluida fiscalizacion incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1076,ministerio de transporte y obras publicas rehabilitacion de la via latacunga la mana incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1077,ministerio de transporte y obras publicas construcccion carretera sigsig matanga gualaquiza incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1078,ministerio de transporte y obras publicas construccion del puente reventador m ubicado en la via baeza lago agrio incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1079,ministerio de transporte y obras publicas ampliacion reconstruccion y fiscalizacion de la via rodeo rocafuerte incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1080,ministerio de transporte y obras publicas reconstruccion rehabilitacion y fiscalizacion de varias calles del canton portoviejo ubicado en la provincia de manabi incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1081,ministerio de transporte y obras publicas rectificacion mejoramiento y mantenimiento de la c variante limon plan de milagro y construccion de ptes sobre los rios yugantza i progreso cruzado quebrada y yugantza ii incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1082,ministerio de transporte y obras publicas construccion del puente piedra fina y accesos en la via baezalago agrio incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1083,"ministerio de transporte y obras publicas ""mejoramiento de la carretera delegsurampaltibayandelel rocio en el canton deleg provincia del canar"" incremento de infraestructura del transporte vial",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1084,ministerio de transporte y obras publicas ampliacion de la via a quito en una longitud de km ubicado en la ciudad de nueva loja canton lago agrio provincia de sucumbios incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1085,ministerio de transporte y obras publicas estudios de ingenieria definitivos para la rectificacion y mejoramiento de la via de acceso a la reserva ecologica los ilinizas longitud aproximada de en la provincia de pichincha incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1086,ministerio de transporte y obras publicas estudios de trafico impactos ambientales e ingenieria definitivos para la rectificacion y mejoramiento de la via de acceso a la reserva geobotanica pululahua longitud aproximada de en la provincia de pichincha incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1087,ministerio de transporte y obras publicas modernizacion de los sitemas de navegacion aerea del ecuador fase ii incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1088,ministerio de transporte y obras publicas construccion del puente sobre el rio aguarico incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1089,ministerio de transporte y obras publicas fiscalizacion y construccion de autopista y de corralitostillales incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1090,ministerio de transporte y obras publicas rehabilitacion de la via tramo playas posorja de una longitud de kms y del by pass de la via playas posorja de una longitud de kms ubicado en la provincia del guayas incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1091,ministerio de transporte y obras publicas rehabilitacion del anillo vial del canton salcedo provincia de cotopaxi de km de longitud incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1092,ministerio de transporte y obras publicas estudios de factibilidad ingenieria definitivos y plan de manejo ambiental para la rectificacion y mejoramiento del proyecto camino de ingreso a la comunidad de pinan en la reserva ecologica cotacachicayapas de aproximadamente de longitud ubicado en la provincia de imbabura incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1093,ministerio de transporte y obras publicas rectificacion y mantenimiento durante meses y mantenimiento meses de la c/julio andradeel carmelo incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1094,ministerio de transporte y obras publicas estudios para solucionar el deslizamiento sector el cachi km ? via de circunvalacion de el tambo cachi y estabilizacion del deslizamineto del sector el cachi carretera zhud ? biblian incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1095,ministerio de transporte y obras publicas estudio del mejoramiento de la via de acceso a la reserva de produccion de fauna marina costera puntilla de santa elena incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1096,ministerio de transporte y obras publicas estudios definitivos de los puentes ubicados en la carretera coca ? dayuma ines arango ? tiguinotramo dayuma ines arangotiguino incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1097,ministerio de transporte y obras publicas construccion del puente vehicular sobre el rio victoria y sus accesos viales ubicado en la carretera shushufindi ? yamanunca provincia de sucumbios incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1098,ministerio de transporte y obras publicas construccion de la sede de la direccion provincial de sucumbios incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1099,ministerio de transporte y obras publicas reconstruccin mejoramiento y sealizacin de la va de acceso a la poblacin de mataje y construccin del puente internacional sobre el ro mataje ubicado en la provincia de esmeraldas incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1100,ministerio de transporte y obras publicas ?estudios de ingenieria definitivos para la construccion de los puentes vehiculares sobre los rios pum y carchi ubicados en la provincia del carchi? incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1101,ministerio de transporte y obras publicas construccion de paradas y pasos peatonales en diferentes lugares de la provincia de sucumbios incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1102,ministerio de transporte y obras publicas estudios para parala construccion de paradas y pasos peatonales en diferentes lugares de la provincia de sucumbios incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1103,ministerio de transporte y obras publicas estudios para construccion a cuatro carriles de la carretera puente sobre el rio el reventador limite provncial lago agrio km de longitud incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1104,ministerio de transporte y obras publicas adquision y puesta en marcha de equipos para el mejoramiento de la calidad de energia electrica en los sistemas para la navegacion aerea en aeropuertos y estaciones del ecuador incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1105,ministerio de transporte y obras publicas mejoramiento y rectificacion meses mantenimiento meses de la carretera pedernalescojimies de km incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1106,ministerio de transporte y obras publicas mesy mntto mescvilcabamba bellavista zumba la balsa trvilcabamba yangana valladolid palanda bellavista kmconstptes sasara honda agua dulce palaluma nanchima incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1107,ministerio de transporte y obras publicas auditoria externa programa bid incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1108,ministerio de transporte y obras publicas dotacion de tecnologia incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1109,ministerio de transporte y obras publicas estudios de la carret mantamanaos tramo manta quevedo sub tramo manta ? puente mejia ? san gabriel ? fin variante de san sebastian incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1110,ministerio de transporte y obras publicas estudios para la estabilizacion de taludes de la via guasuntoschunchi incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1111,ministerio de transporte y obras publicas complementacion de los estudios de factibilidad impactos ambientales e ingenieria definitivos realizados por la asociacion cal & mayor ? arias y villagomez e inextec cia ltda en la rehabilitacion de la carretera cuenca ? pasaje machala incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1112,ministerio de transporte y obras publicas estudios de rectificacion mejoramiento y ampliacion del camino vecinal ducur ? gualleturo de km y mejoramiento del camino vecinal jalutapa chontamarca de km incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1113,ministerio de transporte y obras publicas estudios definitivos para la rectificacion y mejoramiento de la carretera sigchos ? santo domingo; tramo sigchos ? las pampas alluriquin incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1114,ministerio de transporte y obras publicas construccion via de acceso nuevo aeropuerto de quito incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1115,ministerio de transporte y obras publicas reconstruccion de la via arenillasla avanzada incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1116,ministerio de transporte y obras publicas carretera paso lateral de arenillas incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1117,ministerio de transporte y obras publicas carretera riobambamacas y puentes incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASE-O-1118,ministerio de transporte y obras publicas construccion y fiscalizacion para la rehabilitacion de la carretera guarandalas herreriassan juan incremento de infraestructura del transporte vial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
