id,text,lemmas
G5T3,"Lograr la igualdad entre los géneros y empoderar a todas las mujeres y las niñas. Eliminar todas las prácticas nocivas, como el matrimonio infantil, precoz y forzado y la mutilación genital femenina. Lograr la igualdad entre los géneros y empoderar a todas las mujeres y las niñas","[('lograr', 'VERB'), ('el', 'DET'), ('igualdad', 'NOUN'), ('entre', 'ADP'), ('género', 'NOUN'), ('y', 'CCONJ'), ('empoderar', 'VERB'), ('a', 'ADP'), ('todo', 'DET'), ('mujer', 'NOUN'), ('niña', 'NOUN'), ('.', 'PUNCT'), ('eliminar', 'VERB'), ('práctica', 'NOUN'), ('nocivo', 'ADJ'), (',', 'PUNCT'), ('como', 'SCONJ'), ('matrimonio', 'NOUN'), ('infantil', 'ADJ'), ('precoz', 'ADJ'), ('forzado', 'ADJ'), ('mutilación', 'NOUN'), ('genital', 'ADJ'), ('femenino', 'ADJ')]"
G5T4,"Lograr la igualdad entre los géneros y empoderar a todas las mujeres y las niñas. Reconocer y valorar los cuidados y el trabajo doméstico no remunerados mediante servicios públicos, infraestructuras y políticas de protección social, y promoviendo la responsabilidad compartida en el hogar y la familia, según proceda en cada país. Lograr la igualdad entre los géneros y empoderar a todas las mujeres y las niñas","[('lograr', 'VERB'), ('el', 'DET'), ('igualdad', 'NOUN'), ('entre', 'ADP'), ('género', 'NOUN'), ('y', 'CCONJ'), ('empoderar', 'VERB'), ('a', 'ADP'), ('todo', 'DET'), ('mujer', 'NOUN'), ('niña', 'NOUN'), ('.', 'PUNCT'), ('reconocer', 'VERB'), ('valorar', 'VERB'), ('cuidado', 'NOUN'), ('trabajo', 'NOUN'), ('doméstico', 'ADJ'), ('no', 'ADV'), ('remunerado', 'ADJ'), ('mediante', 'ADP'), ('servicio', 'NOUN'), ('público', 'ADJ'), (',', 'PUNCT'), ('infraestructura', 'NOUN'), ('política', 'ADJ'), ('de', 'ADP'), ('protección', 'NOUN'), ('social', 'ADJ'), ('promover', 'VERB'), ('responsabilidad', 'NOUN'), ('compartido', 'ADJ'), ('en', 'ADP'), ('hogar', 'NOUN'), ('familia', 'NOUN'), ('según', 'SCONJ'), ('proceder', 'VERB'), ('cada', 'DET'), ('país', 'NOUN')]"
G5T5,"Lograr la igualdad entre los géneros y empoderar a todas las mujeres y las niñas. Asegurar la participación plena y efectiva de las mujeres y la igualdad de oportunidades de liderazgo a todos los niveles decisorios en la vida política, económica y pública. Lograr la igualdad entre los géneros y empoderar a todas las mujeres y las niñas","[('lograr', 'VERB'), ('el', 'DET'), ('igualdad', 'NOUN'), ('entre', 'ADP'), ('género', 'NOUN'), ('y', 'CCONJ'), ('empoderar', 'VERB'), ('a', 'ADP'), ('todo', 'DET'), ('mujer', 'NOUN'), ('niña', 'NOUN'), ('.', 'PUNCT'), ('asegurar', 'VERB'), ('participación', 'NOUN'), ('pleno', 'ADJ'), ('efectivo', 'ADJ'), ('de', 'ADP'), ('oportunidad', 'NOUN'), ('liderazgo', 'NOUN'), ('nivel', 'NOUN'), ('decisorio', 'ADJ'), ('en', 'ADP'), ('vida', 'NOUN'), ('político', 'ADJ'), (',', 'PUNCT'), ('económico', 'ADJ'), ('público', 'ADJ')]"
G5T6,"Lograr la igualdad entre los géneros y empoderar a todas las mujeres y las niñas. Asegurar el acceso universal a la salud sexual y reproductiva y los derechos reproductivos según lo acordado de conformidad con el Programa de Acción de la Conferencia Internacional sobre la Población y el Desarrollo, la Plataforma de Acción de Beijing y los documentos finales de sus conferencias de examen. Lograr la igualdad entre los géneros y empoderar a todas las mujeres y las niñas","[('lograr', 'VERB'), ('el', 'DET'), ('igualdad', 'NOUN'), ('entre', 'ADP'), ('género', 'NOUN'), ('y', 'CCONJ'), ('empoderar', 'VERB'), ('a', 'ADP'), ('todo', 'DET'), ('mujer', 'NOUN'), ('niña', 'NOUN'), ('.', 'PUNCT'), ('asegurar', 'VERB'), ('acceso', 'NOUN'), ('universal', 'ADJ'), ('salud', 'NOUN'), ('sexual', 'ADJ'), ('reproductivo', 'ADJ'), ('derecho', 'NOUN'), ('según', 'ADP'), ('él', 'PRON'), ('acordado', 'ADJ'), ('de', 'ADP'), ('conformidad', 'NOUN'), ('con', 'ADP'), ('Programa', 'PROPN'), ('Acción', 'PROPN'), ('Conferencia', 'PROPN'), ('Internacional', 'PROPN'), ('sobre', 'ADP'), ('Población', 'PROPN'), ('Desarrollo', 'PROPN'), (',', 'PUNCT'), ('Plataforma', 'PROPN'), ('Beijing', 'PROPN'), ('documento', 'NOUN'), ('final', 'ADJ'), ('su', 'DET'), ('conferencia', 'NOUN'), ('examen', 'NOUN')]"
G5T7,"Lograr la igualdad entre los géneros y empoderar a todas las mujeres y las niñas. Emprender reformas que otorguen a las mujeres igualdad de derechos a los recursos económicos, así como acceso a la propiedad y al control de la tierra y otros tipos de bienes, los servicios financieros, la herencia y los recursos naturales, de conformidad con las leyes nacionales. Lograr la igualdad entre los géneros y empoderar a todas las mujeres y las niñas","[('lograr', 'VERB'), ('el', 'DET'), ('igualdad', 'NOUN'), ('entre', 'ADP'), ('género', 'NOUN'), ('y', 'CCONJ'), ('empoderar', 'VERB'), ('a', 'ADP'), ('todo', 'DET'), ('mujer', 'NOUN'), ('niña', 'NOUN'), ('.', 'PUNCT'), ('emprender', 'VERB'), ('reforma', 'NOUN'), ('que', 'PRON'), ('otorgar', 'VERB'), ('de', 'ADP'), ('derecho', 'NOUN'), ('recurso', 'NOUN'), ('económico', 'ADJ'), (',', 'PUNCT'), ('así', 'ADV'), ('como', 'SCONJ'), ('acceso', 'NOUN'), ('propiedad', 'NOUN'), ('al', 'ADP'), ('control', 'NOUN'), ('tierra', 'NOUN'), ('otro', 'DET'), ('tipo', 'NOUN'), ('bien', 'NOUN'), ('servicio', 'NOUN'), ('financiero', 'ADJ'), ('herencia', 'NOUN'), ('natural', 'ADJ'), ('conformidad', 'NOUN'), ('con', 'ADP'), ('ley', 'NOUN'), ('nacional', 'ADJ')]"
G5T8,"Lograr la igualdad entre los géneros y empoderar a todas las mujeres y las niñas. Mejorar el uso de la tecnología instrumental, en particular la tecnología de la información y las comunicaciones, para promover el empoderamiento de las mujeres. Lograr la igualdad entre los géneros y empoderar a todas las mujeres y las niñas","[('lograr', 'VERB'), ('el', 'DET'), ('igualdad', 'NOUN'), ('entre', 'ADP'), ('género', 'NOUN'), ('y', 'CCONJ'), ('empoderar', 'VERB'), ('a', 'ADP'), ('todo', 'DET'), ('mujer', 'NOUN'), ('niña', 'NOUN'), ('.', 'PUNCT'), ('mejorar', 'VERB'), ('uso', 'NOUN'), ('de', 'ADP'), ('tecnología', 'NOUN'), ('instrumental', 'ADJ'), (',', 'PUNCT'), ('en', 'ADP'), ('particular', 'NOUN'), ('información', 'NOUN'), ('comunicación', 'NOUN'), ('para', 'ADP'), ('promover', 'VERB'), ('empoderamiento', 'NOUN')]"
G5T9,Lograr la igualdad entre los géneros y empoderar a todas las mujeres y las niñas. Aprobar y fortalecer políticas acertadas y leyes aplicables para promover la igualdad de género y el empoderamiento de todas las mujeres y las niñas a todos los niveles. Lograr la igualdad entre los géneros y empoderar a todas las mujeres y las niñas,"[('lograr', 'VERB'), ('el', 'DET'), ('igualdad', 'NOUN'), ('entre', 'ADP'), ('género', 'NOUN'), ('y', 'CCONJ'), ('empoderar', 'VERB'), ('a', 'ADP'), ('todo', 'DET'), ('mujer', 'NOUN'), ('niña', 'NOUN'), ('.', 'PUNCT'), ('aprobar', 'VERB'), ('fortalecer', 'VERB'), ('política', 'NOUN'), ('acertado', 'ADJ'), ('ley', 'NOUN'), ('aplicable', 'ADJ'), ('para', 'ADP'), ('promover', 'VERB'), ('de', 'ADP'), ('empoderamiento', 'NOUN'), ('nivel', 'NOUN')]"
G6T1,"Garantizar la disponibilidad de agua y su gestión sostenible y el saneamiento para todos. De aquí a 2030, lograr el acceso universal y equitativo al agua potable a un precio asequible para todos. Garantizar la disponibilidad de agua y su gestión sostenible y el saneamiento para todos","[('garantizar', 'VERB'), ('el', 'DET'), ('disponibilidad', 'NOUN'), ('de', 'ADP'), ('agua', 'NOUN'), ('y', 'CCONJ'), ('su', 'DET'), ('gestión', 'NOUN'), ('sostenible', 'ADJ'), ('saneamiento', 'NOUN'), ('para', 'ADP'), ('todo', 'PRON'), ('.', 'PUNCT'), ('aquí', 'ADV'), ('a', 'ADP'), ('2030', 'NUM'), (',', 'PUNCT'), ('lograr', 'VERB'), ('acceso', 'NOUN'), ('universal', 'ADJ'), ('equitativo', 'ADJ'), ('al', 'ADP'), ('potable', 'ADJ'), ('uno', 'DET'), ('precio', 'NOUN'), ('asequible', 'ADJ')]"
G6T2,"Garantizar la disponibilidad de agua y su gestión sostenible y el saneamiento para todos. De aquí a 2030, lograr el acceso a servicios de saneamiento e higiene adecuados y equitativos para todos y poner fin a la defecación al aire libre, prestando especial atención a las necesidades de las mujeres y las niñas y las personas en situaciones de vulnerabilidad. Garantizar la disponibilidad de agua y su gestión sostenible y el saneamiento para todos","[('garantizar', 'VERB'), ('el', 'DET'), ('disponibilidad', 'NOUN'), ('de', 'ADP'), ('agua', 'NOUN'), ('y', 'CCONJ'), ('su', 'DET'), ('gestión', 'NOUN'), ('sostenible', 'ADJ'), ('saneamiento', 'NOUN'), ('para', 'ADP'), ('todo', 'PRON'), ('.', 'PUNCT'), ('aquí', 'ADV'), ('a', 'ADP'), ('2030', 'NUM'), (',', 'PUNCT'), ('lograr', 'VERB'), ('acceso', 'NOUN'), ('servicio', 'NOUN'), ('e', 'CCONJ'), ('higiene', 'NOUN'), ('adecuado', 'ADJ'), ('equitativo', 'ADJ'), ('poner', 'VERB'), ('fin', 'NOUN'), ('defecación', 'NOUN'), ('al', 'ADP'), ('aire', 'NOUN'), ('libre', 'ADJ'), ('prestar', 'VERB'), ('especial', 'ADJ'), ('atención', 'NOUN'), ('necesidad', 'NOUN'), ('mujer', 'NOUN'), ('niña', 'NOUN'), ('persona', 'NOUN'), ('en', 'ADP'), ('situación', 'NOUN'), ('vulnerabilidad', 'NOUN')]"
G6T3,"Garantizar la disponibilidad de agua y su gestión sostenible y el saneamiento para todos. De aquí a 2030, mejorar la calidad del agua reduciendo la contaminación, eliminando el vertimiento y minimizando la emisión de productos químicos y materiales peligrosos, reduciendo a la mitad el porcentaje de aguas residuales sin tratar y aumentando considerablemente el reciclado y la reutilización sin riesgos a nivel mundial. Garantizar la disponibilidad de agua y su gestión sostenible y el saneamiento para todos","[('garantizar', 'VERB'), ('el', 'DET'), ('disponibilidad', 'NOUN'), ('de', 'ADP'), ('agua', 'NOUN'), ('y', 'CCONJ'), ('su', 'DET'), ('gestión', 'NOUN'), ('sostenible', 'ADJ'), ('saneamiento', 'NOUN'), ('para', 'ADP'), ('todo', 'PRON'), ('.', 'PUNCT'), ('aquí', 'ADV'), ('a', 'ADP'), ('2030', 'NUM'), (',', 'PUNCT'), ('mejorar', 'VERB'), ('calidad', 'NOUN'), ('del', 'ADP'), ('reducir', 'VERB'), ('contaminación', 'NOUN'), ('eliminar', 'VERB'), ('vertimiento', 'NOUN'), ('minimizar', 'VERB'), ('emisión', 'NOUN'), ('producto', 'NOUN'), ('químico', 'ADJ'), ('material', 'NOUN'), ('peligroso', 'ADJ'), ('mitad', 'NOUN'), ('porcentaje', 'NOUN'), ('residual', 'ADJ'), ('sin', 'ADP'), ('tratar', 'VERB'), ('aumentar', 'VERB'), ('considerablemente', 'ADV'), ('reciclado', 'NOUN'), ('reutilización', 'NOUN'), ('riesgo', 'NOUN'), ('nivel', 'NOUN'), ('mundial', 'ADJ')]"
G6T4,"Garantizar la disponibilidad de agua y su gestión sostenible y el saneamiento para todos. De aquí a 2030, aumentar considerablemente el uso eficiente de los recursos hídricos en todos los sectores y asegurar la sostenibilidad de la extracción y el abastecimiento de agua dulce para hacer frente a la escasez de agua y reducir considerablemente el número de personas que sufren falta de agua. Garantizar la disponibilidad de agua y su gestión sostenible y el saneamiento para todos","[('garantizar', 'VERB'), ('el', 'DET'), ('disponibilidad', 'NOUN'), ('de', 'ADP'), ('agua', 'NOUN'), ('y', 'CCONJ'), ('su', 'DET'), ('gestión', 'NOUN'), ('sostenible', 'ADJ'), ('saneamiento', 'NOUN'), ('para', 'ADP'), ('todo', 'PRON'), ('.', 'PUNCT'), ('aquí', 'ADV'), ('a', 'ADP'), ('2030', 'NUM'), (',', 'PUNCT'), ('aumentar', 'VERB'), ('considerablemente', 'ADV'), ('uso', 'NOUN'), ('eficiente', 'ADJ'), ('recurso', 'NOUN'), ('hídrico', 'ADJ'), ('en', 'ADP'), ('todo', 'DET'), ('sector', 'NOUN'), ('asegurar', 'VERB'), ('sostenibilidad', 'NOUN'), ('extracción', 'NOUN'), ('abastecimiento', 'NOUN'), ('dulce', 'ADJ'), ('hacer', 'VERB'), ('frente', 'NOUN'), ('escasez', 'NOUN'), ('reducir', 'VERB'), ('número', 'NOUN'), ('persona', 'NOUN'), ('que', 'PRON'), ('sufrir', 'VERB'), ('falta', 'NOUN')]"
G6T5,"Garantizar la disponibilidad de agua y su gestión sostenible y el saneamiento para todos. De aquí a 2030, implementar la gestión integrada de los recursos hídricos a todos los niveles, incluso mediante la cooperación transfronteriza, según proceda. Garantizar la disponibilidad de agua y su gestión sostenible y el saneamiento para todos","[('garantizar', 'VERB'), ('el', 'DET'), ('disponibilidad', 'NOUN'), ('de', 'ADP'), ('agua', 'NOUN'), ('y', 'CCONJ'), ('su', 'DET'), ('gestión', 'NOUN'), ('sostenible', 'ADJ'), ('saneamiento', 'NOUN'), ('para', 'ADP'), ('todo', 'PRON'), ('.', 'PUNCT'), ('aquí', 'ADV'), ('a', 'ADP'), ('2030', 'NUM'), (',', 'PUNCT'), ('implementar', 'VERB'), ('integrado', 'ADJ'), ('recurso', 'NOUN'), ('hídrico', 'ADJ'), ('todo', 'DET'), ('nivel', 'NOUN'), ('incluso', 'ADV'), ('mediante', 'ADP'), ('cooperación', 'NOUN'), ('transfronterizo', 'ADJ'), ('según', 'SCONJ'), ('proceda', 'NOUN')]"
G6T6,"Garantizar la disponibilidad de agua y su gestión sostenible y el saneamiento para todos. De aquí a 2020, proteger y restablecer los ecosistemas relacionados con el agua, incluidos los bosques, las montañas, los humedales, los ríos, los acuíferos y los lagos. Garantizar la disponibilidad de agua y su gestión sostenible y el saneamiento para todos","[('garantizar', 'VERB'), ('el', 'DET'), ('disponibilidad', 'NOUN'), ('de', 'ADP'), ('agua', 'NOUN'), ('y', 'CCONJ'), ('su', 'DET'), ('gestión', 'NOUN'), ('sostenible', 'ADJ'), ('saneamiento', 'NOUN'), ('para', 'ADP'), ('todo', 'PRON'), ('.', 'PUNCT'), ('aquí', 'ADV'), ('a', 'ADP'), ('2020', 'NOUN'), (',', 'PUNCT'), ('proteger', 'VERB'), ('restablecer', 'VERB'), ('ecosistema', 'NOUN'), ('relacionado', 'ADJ'), ('con', 'ADP'), ('incluir', 'VERB'), ('bosque', 'NOUN'), ('montaña', 'NOUN'), ('humedal', 'NOUN'), ('río', 'NOUN'), ('acuífero', 'NOUN'), ('lago', 'NOUN')]"
G6T7,"Garantizar la disponibilidad de agua y su gestión sostenible y el saneamiento para todos. De aquí a 2030, ampliar la cooperación internacional y el apoyo prestado a los países en desarrollo para la creación de capacidad en actividades y programas relativos al agua y el saneamiento, como los de captación de agua, desalinización, uso eficiente de los recursos hídricos, tratamiento de aguas residuales, reciclado y tecnologías de reutilización. Garantizar la disponibilidad de agua y su gestión sostenible y el saneamiento para todos","[('garantizar', 'VERB'), ('el', 'DET'), ('disponibilidad', 'NOUN'), ('de', 'ADP'), ('agua', 'NOUN'), ('y', 'CCONJ'), ('su', 'DET'), ('gestión', 'NOUN'), ('sostenible', 'ADJ'), ('saneamiento', 'NOUN'), ('para', 'ADP'), ('todo', 'PRON'), ('.', 'PUNCT'), ('aquí', 'ADV'), ('a', 'ADP'), ('2030', 'NUM'), (',', 'PUNCT'), ('ampliar', 'VERB'), ('cooperación', 'NOUN'), ('internacional', 'ADJ'), ('apoyo', 'NOUN'), ('prestado', 'ADJ'), ('país', 'NOUN'), ('en', 'ADP'), ('desarrollo', 'NOUN'), ('creación', 'NOUN'), ('capacidad', 'NOUN'), ('actividad', 'NOUN'), ('programa', 'NOUN'), ('relativo', 'ADJ'), ('al', 'ADP'), ('como', 'SCONJ'), ('captación', 'NOUN'), ('desalinización', 'NOUN'), ('uso', 'NOUN'), ('eficiente', 'ADJ'), ('recurso', 'NOUN'), ('hídrico', 'ADJ'), ('tratamiento', 'NOUN'), ('residual', 'ADJ'), ('reciclado', 'ADJ'), ('tecnología', 'NOUN'), ('reutilización', 'NOUN')]"
G6T8,Garantizar la disponibilidad de agua y su gestión sostenible y el saneamiento para todos. Apoyar y fortalecer la participación de las comunidades locales en la mejora de la gestión del agua y el saneamiento. Garantizar la disponibilidad de agua y su gestión sostenible y el saneamiento para todos,"[('garantizar', 'VERB'), ('el', 'DET'), ('disponibilidad', 'NOUN'), ('de', 'ADP'), ('agua', 'NOUN'), ('y', 'CCONJ'), ('su', 'DET'), ('gestión', 'NOUN'), ('sostenible', 'ADJ'), ('saneamiento', 'NOUN'), ('para', 'ADP'), ('todo', 'PRON'), ('.', 'PUNCT'), ('apoyar', 'VERB'), ('fortalecer', 'VERB'), ('participación', 'NOUN'), ('comunidad', 'NOUN'), ('local', 'ADJ'), ('en', 'ADP'), ('mejora', 'NOUN'), ('del', 'ADP')]"
G7T1,"Garantizar el acceso a una energía asequible, segura, sostenible y moderna. De aquí a 2030, garantizar el acceso universal a servicios energéticos asequibles, fiables y modernos. Garantizar el acceso a una energía asequible, segura, sostenible y moderna","[('garantizar', 'VERB'), ('el', 'DET'), ('acceso', 'NOUN'), ('a', 'ADP'), ('uno', 'DET'), ('energía', 'NOUN'), ('asequible', 'ADJ'), (',', 'PUNCT'), ('seguro', 'ADJ'), ('sostenible', 'ADJ'), ('y', 'CCONJ'), ('moderno', 'ADJ'), ('.', 'PUNCT'), ('de', 'ADP'), ('aquí', 'ADV'), ('2030', 'NUM'), ('universal', 'ADJ'), ('servicio', 'NOUN'), ('energético', 'ADJ'), ('fiable', 'ADJ')]"
G7T2,"Garantizar el acceso a una energía asequible, segura, sostenible y moderna. De aquí a 2030, aumentar considerablemente la proporción de energía renovable en el conjunto de fuentes energéticas. Garantizar el acceso a una energía asequible, segura, sostenible y moderna","[('garantizar', 'VERB'), ('el', 'DET'), ('acceso', 'NOUN'), ('a', 'ADP'), ('uno', 'DET'), ('energía', 'NOUN'), ('asequible', 'ADJ'), (',', 'PUNCT'), ('seguro', 'ADJ'), ('sostenible', 'ADJ'), ('y', 'CCONJ'), ('moderno', 'ADJ'), ('.', 'PUNCT'), ('de', 'ADP'), ('aquí', 'ADV'), ('2030', 'NUM'), ('aumentar', 'VERB'), ('considerablemente', 'ADV'), ('proporción', 'NOUN'), ('renovable', 'ADJ'), ('en', 'ADP'), ('conjunto', 'NOUN'), ('fuente', 'NOUN'), ('energético', 'ADJ')]"
G7T3,"Garantizar el acceso a una energía asequible, segura, sostenible y moderna. De aquí a 2030, duplicar la tasa mundial de mejora de la eficiencia energética. Garantizar el acceso a una energía asequible, segura, sostenible y moderna","[('garantizar', 'VERB'), ('el', 'DET'), ('acceso', 'NOUN'), ('a', 'ADP'), ('uno', 'DET'), ('energía', 'NOUN'), ('asequible', 'ADJ'), (',', 'PUNCT'), ('seguro', 'ADJ'), ('sostenible', 'ADJ'), ('y', 'CCONJ'), ('moderno', 'ADJ'), ('.', 'PUNCT'), ('de', 'ADP'), ('aquí', 'ADV'), ('2030', 'NUM'), ('duplicar', 'VERB'), ('tasa', 'NOUN'), ('mundial', 'ADJ'), ('mejora', 'NOUN'), ('eficiencia', 'NOUN'), ('energético', 'ADJ')]"
G7T4,"Garantizar el acceso a una energía asequible, segura, sostenible y moderna. De aquí a 2030, aumentar la cooperación internacional para facilitar el acceso a la investigación y la tecnología relativas a la energía limpia, incluidas las fuentes renovables, la eficiencia energética y las tecnologías avanzadas y menos contaminantes de combustibles fósiles, y promover la inversión en infraestructura energética y tecnologías limpias. Garantizar el acceso a una energía asequible, segura, sostenible y moderna","[('garantizar', 'VERB'), ('el', 'DET'), ('acceso', 'NOUN'), ('a', 'ADP'), ('uno', 'DET'), ('energía', 'NOUN'), ('asequible', 'ADJ'), (',', 'PUNCT'), ('seguro', 'ADJ'), ('sostenible', 'ADJ'), ('y', 'CCONJ'), ('moderno', 'ADJ'), ('.', 'PUNCT'), ('de', 'ADP'), ('aquí', 'ADV'), ('2030', 'NUM'), ('aumentar', 'VERB'), ('cooperación', 'NOUN'), ('internacional', 'ADJ'), ('para', 'ADP'), ('facilitar', 'VERB'), ('investigación', 'NOUN'), ('tecnología', 'NOUN'), ('relativo', 'ADJ'), ('limpio', 'ADJ'), ('incluir', 'VERB'), ('fuente', 'NOUN'), ('renovable', 'ADJ'), ('eficiencia', 'NOUN'), ('energético', 'ADJ'), ('avanzado', 'ADJ'), ('menos', 'ADV'), ('contaminante', 'ADJ'), ('combustible', 'NOUN'), ('fósil', 'ADJ'), ('promover', 'VERB'), ('inversión', 'NOUN'), ('en', 'ADP'), ('infraestructura', 'NOUN')]"
G7T5,"Garantizar el acceso a una energía asequible, segura, sostenible y moderna. De aquí a 2030, ampliar la infraestructura y mejorar la tecnología para prestar servicios energéticos modernos y sostenibles para todos en los países en desarrollo, en particular los países menos adelantados, los pequeños Estados insulares en desarrollo y los países en desarrollo sin litoral, en consonancia con sus respectivos programas de apoyo. Garantizar el acceso a una energía asequible, segura, sostenible y moderna","[('garantizar', 'VERB'), ('el', 'DET'), ('acceso', 'NOUN'), ('a', 'ADP'), ('uno', 'DET'), ('energía', 'NOUN'), ('asequible', 'ADJ'), (',', 'PUNCT'), ('seguro', 'ADJ'), ('sostenible', 'ADJ'), ('y', 'CCONJ'), ('moderno', 'ADJ'), ('.', 'PUNCT'), ('de', 'ADP'), ('aquí', 'ADV'), ('2030', 'NUM'), ('ampliar', 'VERB'), ('infraestructura', 'NOUN'), ('mejorar', 'VERB'), ('tecnología', 'NOUN'), ('para', 'ADP'), ('prestar', 'VERB'), ('servicio', 'NOUN'), ('energético', 'ADJ'), ('todo', 'PRON'), ('en', 'ADP'), ('país', 'NOUN'), ('desarrollo', 'NOUN'), ('particular', 'NOUN'), ('menos', 'ADV'), ('adelantado', 'ADJ'), ('pequeño', 'ADJ'), ('Estados', 'PROPN'), ('insular', 'ADJ'), ('sin', 'ADP'), ('litoral', 'NOUN'), ('consonancia', 'NOUN'), ('con', 'ADP'), ('su', 'DET'), ('respectivo', 'ADJ'), ('programa', 'NOUN'), ('apoyo', 'NOUN')]"
G8T1,"Promover el crecimiento económico inclusivo y sostenible, el empleo y el trabajo decente para todos. Mantener el crecimiento económico per capita de conformidad con las circunstancias nacionales y, en particular, un crecimiento del producto interno bruto de al menos el 7% anual en los países menos adelantados. Promover el crecimiento económico inclusivo y sostenible, el empleo y el trabajo decente para todos","[('promover', 'VERB'), ('el', 'DET'), ('crecimiento', 'NOUN'), ('económico', 'ADJ'), ('inclusivo', 'ADJ'), ('y', 'CCONJ'), ('sostenible', 'ADJ'), (',', 'PUNCT'), ('empleo', 'NOUN'), ('trabajo', 'NOUN'), ('decente', 'ADJ'), ('para', 'ADP'), ('todo', 'PRON'), ('.', 'PUNCT'), ('mantener', 'VERB'), ('per', 'ADP'), ('capita', 'PROPN'), ('de', 'ADP'), ('conformidad', 'NOUN'), ('con', 'ADP'), ('circunstancia', 'NOUN'), ('nacional', 'ADJ'), ('en', 'ADP'), ('particular', 'NOUN'), ('uno', 'DET'), ('del', 'ADP'), ('producto', 'NOUN'), ('interno', 'ADJ'), ('bruto', 'ADJ'), ('al', 'ADP'), ('menos', 'ADV'), ('7%', 'SYM'), ('anual', 'ADJ'), ('país', 'NOUN'), ('adelantado', 'ADJ')]"
G8T2,"Promover el crecimiento económico inclusivo y sostenible, el empleo y el trabajo decente para todos. Lograr niveles más elevados de productividad económica mediante la diversificación, la modernización tecnológica y la innovación, entre otras cosas centrándose en los sectores con gran valor añadido y un uso intensivo de la mano de obra. Promover el crecimiento económico inclusivo y sostenible, el empleo y el trabajo decente para todos","[('promover', 'VERB'), ('el', 'DET'), ('crecimiento', 'NOUN'), ('económico', 'ADJ'), ('inclusivo', 'ADJ'), ('y', 'CCONJ'), ('sostenible', 'ADJ'), (',', 'PUNCT'), ('empleo', 'NOUN'), ('trabajo', 'NOUN'), ('decente', 'ADJ'), ('para', 'ADP'), ('todo', 'PRON'), ('.', 'PUNCT'), ('lograr', 'VERB'), ('nivel', 'NOUN'), ('más', 'ADV'), ('elevado', 'ADJ'), ('de', 'ADP'), ('productividad', 'NOUN'), ('mediante', 'ADP'), ('diversificación', 'NOUN'), ('modernización', 'NOUN'), ('tecnológico', 'ADJ'), ('innovación', 'NOUN'), ('entre', 'ADP'), ('otro', 'DET'), ('cosa', 'NOUN'), ('centrar él', 'VERB'), ('en', 'ADP'), ('sector', 'NOUN'), ('con', 'ADP'), ('gran', 'ADJ'), ('valor', 'NOUN'), ('añadido', 'ADJ'), ('uno', 'DET'), ('uso', 'NOUN'), ('intensivo', 'ADJ'), ('mano', 'NOUN'), ('obra', 'NOUN')]"
G8T3,"Promover el crecimiento económico inclusivo y sostenible, el empleo y el trabajo decente para todos. Promover políticas orientadas al desarrollo que apoyen las actividades productivas, la creación de puestos de trabajo decentes, el emprendimiento, la creatividad y la innovación, y fomentar la formalización y el crecimiento de las microempresas y las pequeñas y medianas empresas, incluso mediante el acceso a servicios financieros. Promover el crecimiento económico inclusivo y sostenible, el empleo y el trabajo decente para todos","[('promover', 'VERB'), ('el', 'DET'), ('crecimiento', 'NOUN'), ('económico', 'ADJ'), ('inclusivo', 'ADJ'), ('y', 'CCONJ'), ('sostenible', 'ADJ'), (',', 'PUNCT'), ('empleo', 'NOUN'), ('trabajo', 'NOUN'), ('decente', 'ADJ'), ('para', 'ADP'), ('todo', 'PRON'), ('.', 'PUNCT'), ('política', 'NOUN'), ('orientado', 'ADJ'), ('al', 'ADP'), ('desarrollo', 'NOUN'), ('que', 'PRON'), ('apoyar', 'VERB'), ('actividad', 'NOUN'), ('productivo', 'ADJ'), ('creación', 'NOUN'), ('de', 'ADP'), ('puesto', 'NOUN'), ('emprendimiento', 'NOUN'), ('creatividad', 'NOUN'), ('innovación', 'NOUN'), ('fomentar', 'VERB'), ('formalización', 'NOUN'), ('microempresa', 'NOUN'), ('pequeño', 'ADJ'), ('mediano', 'ADJ'), ('empresa', 'NOUN'), ('incluso', 'ADV'), ('mediante', 'ADP'), ('acceso', 'NOUN'), ('a', 'ADP'), ('servicio', 'NOUN'), ('financiero', 'ADJ')]"
