id,proyecto,entidad,sectorial,C2017,D2017,C2018,D2018,C2019,D2019,C2020,D2020,C2021,D2021,ctotal,dtotal,text,sentence,tokenized
P1382S09E162,implementacion laboratorios especializados,universidad estatal de bolivar,sectorial educacion,0.0,0.0,2597166.0,499264.91,0.0,0.0,0.0,0.0,0.0,0.0,2597166.0,499264.91,universidad estatal de bolivar implementacion laboratorios especializados,state university of bolivar implementation of specialized laboratories,"[('universidad', 'JJ'), ('estatal', 'NN'), ('implementacion', 'NN'), ('especializados', 'VBP')]"
P1383S09E162,bodega institucional,universidad estatal de bolivar,sectorial educacion,0.0,0.0,1080000.0,172157.27000000002,0.0,0.0,0.0,0.0,0.0,0.0,1080000.0,172157.27000000002,universidad estatal de bolivar bodega institucional,state university of bolivar institutional winery,"[('universidad', 'JJ'), ('estatal', 'NN'), ('bodega', 'JJ'), ('institucional', 'NN')]"
P1384S09E162,estudio de ingenierias especiales,universidad estatal de bolivar,sectorial educacion,0.0,0.0,945000.0,229526.5,431088.0,363888.0,0.0,0.0,0.0,0.0,1376088.0,593414.5,universidad estatal de bolivar estudio de ingenierias especiales,state university of bolivar study of special engineering,"[('universidad', 'JJ'), ('estatal', 'NN')]"
P1385S09E162,mantenimiento de la infraestructura fisica,universidad estatal de bolivar,sectorial educacion,0.0,0.0,1435140.0,297655.16000000003,395808.14,28545.27,0.0,0.0,0.0,0.0,1830948.14,326200.43000000005,universidad estatal de bolivar mantenimiento de la infraestructura fisica,state university of bolivar maintenance of physical infrastructure,"[('universidad', 'JJ'), ('estatal', 'NN'), ('infraestructura', 'NN'), ('fisica', 'NN')]"
P1386S09E162,sistema de riego ff.cc. agropecuarias ano 2015,universidad estatal de bolivar,sectorial educacion,0.0,0.0,1170000.0,0.0,756139.8600000001,390956.36,0.0,0.0,0.0,0.0,1926139.86,390956.36,universidad estatal de bolivar sistema de riego ffcc agropecuarias ano ,state university of bolivar irrigation system ff.cc. agricultural year 2015,"[('universidad', 'JJ'), ('estatal', 'NN'), ('ffcc', 'NN'), ('ano', 'VBP')]"
P1387S09E162,readecuacion y remodelacion del sistema electrico de la ueb,universidad estatal de bolivar,sectorial educacion,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,0.0,universidad estatal de bolivar readecuacion y remodelacion del sistema electrico de la ueb,state university of bolivar readjustment and remodeling of the electrical system of the ueb,"[('universidad', 'JJ'), ('estatal', 'NN'), ('readecuacion', 'NN'), ('remodelacion', 'NN'), ('sistema', 'NN')]"
P1388S09E162,rehabilitacion edificio facultad ciencias administrativas,universidad estatal de bolivar,sectorial educacion,0.0,0.0,2400000.0,0.0,1702828.62,890561.6399999999,0.0,0.0,0.0,0.0,4102828.62,890561.6399999999,universidad estatal de bolivar rehabilitacion edificio facultad ciencias administrativas,state university of bolivar rehabilitation building faculty administrative sciences,"[('universidad', 'JJ'), ('estatal', 'NN'), ('rehabilitacion', 'NN'), ('facultad', 'NN'), ('administrativas', 'VBP')]"
P1389S09E162,comedor laguacoto,universidad estatal de bolivar,sectorial educacion,0.0,0.0,450000.0,99976.2,0.0,0.0,0.0,0.0,0.0,0.0,450000.0,99976.2,universidad estatal de bolivar comedor laguacoto,state university of bolivar dining room laguacoto,"[('universidad', 'JJ'), ('estatal', 'NN'), ('comedor', 'NN'), ('laguacoto', 'NN')]"
P138S03E066,analisis de la vulnerabilidad de los proyectos: multiproposito puruhanta-pimampiro-yaguarcocha y control de inun,instituto nacional de preinversion,sectorial administrativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,instituto nacional de preinversion analisis de la vulnerabilidad de los proyectos multiproposito puruhantapimampiroyaguarcocha y control de inun,national pre-investment institute analysis of the vulnerability of the projects: puruhanta-pimampiro-yaguarcocha multipurpose and flood control,"[('instituto', 'JJ'), ('nacional', 'JJ'), ('preinversion', 'NN'), ('analisis', 'NN'), ('multiproposito', 'VBP'), ('puruhantapimampiroyaguarcocha', 'JJ'), ('control', 'NN'), ('inun', 'NN')]"
P1390S09E163,mantenimiento de la infraestructura fisica institucional,escuela superior politecnica del chimborazo,sectorial educacion,0.0,0.0,2081420.6,449631.47,4659655.66,1351498.5499999998,0.0,0.0,2375899.66,1150191.22,9116975.92,2951321.24,escuela superior politecnica del chimborazo mantenimiento de la infraestructura fisica institucional,high school polytechnic of chimborazo maintenance of institutional physical infrastructure,"[('superior', 'JJ'), ('politecnica', 'NN'), ('del', 'NN'), ('chimborazo', 'NN'), ('fisica', 'VBP'), ('institucional', 'JJ')]"
P1391S09E163,fortalecimiento del sistema de seguridad interna de la escuela superior politecnica de chimborazo.,escuela superior politecnica del chimborazo,sectorial educacion,0.0,0.0,1720000.0,0.0,0.0,0.0,0.0,0.0,1752020.5499999998,0.0,3472020.55,0.0,escuela superior politecnica del chimborazo fortalecimiento del sistema de seguridad interna de la escuela superior politecnica de chimborazo,Higher Polytechnic School of Chimborazo Strengthening of the internal security system of the Higher Polytechnic School of Chimborazo.,"[('superior', 'JJ'), ('politecnica', 'NN'), ('del', 'NN'), ('chimborazo', 'NN'), ('fortalecimiento', 'NN'), ('del', 'NN'), ('sistema', 'NN'), ('superior', 'JJ'), ('chimborazo', 'NN')]"
P1392S09E163,implementacion del sistema de gestion de residuos solidos en la espoch,escuela superior politecnica del chimborazo,sectorial educacion,0.0,0.0,724492.14,22530.21,0.0,0.0,0.0,0.0,0.0,0.0,724492.14,22530.21,escuela superior politecnica del chimborazo implementacion del sistema de gestion de residuos solidos en la espoch,high school polytechnic of chimborazo implementation of the solid waste management system in the espoch,"[('superior', 'JJ'), ('politecnica', 'NN'), ('del', 'NN'), ('chimborazo', 'NN'), ('implementacion', 'NN'), ('sistema', 'NN'), ('gestion', 'NN')]"
P1393S09E163,integracion de las capacidades investigativas y de docencia para la escuela superior politecnica de chimborazo,escuela superior politecnica del chimborazo,sectorial educacion,0.0,0.0,21547175.61,2952322.7800000003,26166074.890000008,4398800.5,0.0,0.0,12774711.63,2999003.09,60487962.13000001,10350126.37,escuela superior politecnica del chimborazo integracion de las capacidades investigativas y de docencia para la escuela superior politecnica de chimborazo,Higher Polytechnic School of Chimborazo Integration of research and teaching capacities for the Higher Polytechnic School of Chimborazo,"[('superior', 'JJ'), ('politecnica', 'NN'), ('del', 'NN'), ('chimborazo', 'JJ'), ('integracion', 'NN'), ('investigativas', 'VBP'), ('para', 'NN'), ('superior', 'JJ'), ('chimborazo', 'NN')]"
P1394S09E163,construccion y fiscalizacion del comedor politecnico espoch campus riobamba,escuela superior politecnica del chimborazo,sectorial educacion,0.0,0.0,20541824.960000005,0.0,16761652.88,2148698.72,6597074.400000001,0.0,12187236.93,80608.31,56087789.17,2229307.0300000003,escuela superior politecnica del chimborazo construccion y fiscalizacion del comedor politecnico espoch campus riobamba,polytechnic high school of chimborazo construction and inspection of the polytechnic cafeteria espoch campus riobamba,"[('superior', 'JJ'), ('politecnica', 'NN'), ('del', 'NN'), ('chimborazo', 'NN'), ('construccion', 'NN'), ('fiscalizacion', 'NN'), ('comedor', 'NN'), ('politecnico', 'NN'), ('espoch', 'NN'), ('campus', 'NN'), ('riobamba', 'NN')]"
P1395S09E163,estudios definitivos construccion y fiscalizacion del edificio de aulas institucionales no. 01 espoch campus,escuela superior politecnica del chimborazo,sectorial educacion,0.0,0.0,6216628.470000001,0.0,10395094.5,3832380.61,0.0,0.0,0.0,0.0,16611722.97,3832380.61,escuela superior politecnica del chimborazo estudios definitivos construccion y fiscalizacion del edificio de aulas institucionales no  espoch campus,high school polytechnic of chimborazo final studies construction and inspection of the building of institutional classrooms no. 01 spoch campus,"[('superior', 'JJ'), ('politecnica', 'NN'), ('del', 'NN'), ('chimborazo', 'NN'), ('definitivos', 'VBP'), ('construccion', 'NN'), ('y', 'NN'), ('fiscalizacion', 'NN'), ('espoch', 'NN'), ('campus', 'NN')]"
P1396S09E163,estudios definitivos construccion y fiscalizacion del edificio de aulas institucionales no. 02 espoch campus,escuela superior politecnica del chimborazo,sectorial educacion,0.0,0.0,5728161.93,0.0,10844650.97,4283647.58,0.0,0.0,0.0,0.0,16572812.9,4283647.58,escuela superior politecnica del chimborazo estudios definitivos construccion y fiscalizacion del edificio de aulas institucionales no  espoch campus,high school polytechnic of chimborazo final studies construction and inspection of the building of institutional classrooms no. 02 espoch campus,"[('superior', 'JJ'), ('politecnica', 'NN'), ('del', 'NN'), ('chimborazo', 'NN'), ('definitivos', 'VBP'), ('construccion', 'NN'), ('y', 'NN'), ('fiscalizacion', 'NN'), ('espoch', 'NN'), ('campus', 'NN')]"
P1397S09E163,estudios definitivos construccion y fiscalizacion del edificio de aulas institucionales no. 03 espoch campus,escuela superior politecnica del chimborazo,sectorial educacion,0.0,0.0,4127572.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4127572.69,0.0,escuela superior politecnica del chimborazo estudios definitivos construccion y fiscalizacion del edificio de aulas institucionales no  espoch campus,high school polytechnic of chimborazo final studies construction and inspection of the building of institutional classrooms no. 03 espoch campus,"[('superior', 'JJ'), ('politecnica', 'NN'), ('del', 'NN'), ('chimborazo', 'NN'), ('definitivos', 'VBP'), ('construccion', 'NN'), ('y', 'NN'), ('fiscalizacion', 'NN'), ('espoch', 'NN'), ('campus', 'NN')]"
P1398S09E163,estudios definitivos construccion y fiscalizacion del edificio de laboratorios de ciencias basicas instituciona,escuela superior politecnica del chimborazo,sectorial educacion,0.0,0.0,5495601.0,0.0,2127913.87,0.0,0.0,0.0,0.0,0.0,7623514.87,0.0,escuela superior politecnica del chimborazo estudios definitivos construccion y fiscalizacion del edificio de laboratorios de ciencias basicas instituciona,high school polytechnic of chimborazo definitive studies construction and inspection of the building of laboratories of basic sciences institutional,"[('superior', 'JJ'), ('politecnica', 'NN'), ('del', 'NN'), ('chimborazo', 'NN'), ('definitivos', 'VBP'), ('construccion', 'NN'), ('y', 'NN'), ('fiscalizacion', 'NN'), ('instituciona', 'NN')]"
P1399S09E163,construccion segunda fase del centro cultural,escuela superior politecnica del chimborazo,sectorial educacion,0.0,0.0,5400.280000000001,1763.7,0.0,0.0,0.0,0.0,0.0,0.0,5400.280000000001,1763.7,escuela superior politecnica del chimborazo construccion segunda fase del centro cultural,high school polytechnic of chimborazo construction second phase of the cultural center,"[('superior', 'JJ'), ('politecnica', 'NN'), ('del', 'NN'), ('chimborazo', 'NN'), ('construccion', 'NN'), ('segunda', 'NN'), ('fase', 'NN'), ('centro', 'JJ'), ('cultural', 'JJ')]"
P139S03E066,estudio de factibilidad para el aprovechamiento de la tecnologia de radiacion ionizante,instituto nacional de preinversion,sectorial administrativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,instituto nacional de preinversion estudio de factibilidad para el aprovechamiento de la tecnologia de radiacion ionizante,national pre-investment institute feasibility study for the use of ionizing radiation technology,"[('instituto', 'JJ'), ('nacional', 'JJ'), ('preinversion', 'NN'), ('radiacion', 'NN'), ('ionizante', 'NN')]"
P13S00E996,programa de inversion ecuador estrategico macro sector social sectores salud cultura equipamiento urbano y vi,ingresos y transferencias,sectorial tesoro nacional,73291736.96000001,8725502.05,187477384.13,0.0,48366476.82000001,163631.19,1877597.89,0.0,0.0,0.0,311013195.8,8889133.24,ingresos y transferencias programa de inversion ecuador estrategico macro sector social sectores salud cultura equipamiento urbano y vi,income and transfers strategic ecuador investment program macro social sector health sectors culture urban equipment and vi,"[('ingresos', 'NN'), ('y', 'NN'), ('transferencias', 'JJ'), ('programa', 'NN'), ('inversion', 'NN'), ('ecuador', 'NN'), ('estrategico', 'NN'), ('macro', 'NN'), ('sector', 'NN'), ('social', 'JJ'), ('salud', 'VBP'), ('cultura', 'NN'), ('equipamiento', 'NN'), ('urbano', 'JJ'), ('y', 'NN'), ('vi', 'NN')]"
P1400S09E164,construccion de un edificio (bloque) destinado a espacios de aprendizaje e investigacion formativa para la carre,universidad tecnica de machala,sectorial educacion,0.0,0.0,1842870.0,0.0,4238172.550000001,3118490.6,0.0,0.0,0.0,0.0,6081042.550000001,3118490.6,universidad tecnica de machala construccion de un edificio (bloque) destinado a espacios de aprendizaje e investigacion formativa para la carre,technical university of machala construction of a building (block) for learning spaces and training research for the career,"[('universidad', 'JJ'), ('tecnica', 'NN'), ('construccion', 'NN'), ('un', 'JJ'), ('edificio', 'NN'), ('bloque', 'NN'), ('investigacion', 'NN'), ('para', 'NN'), ('la', 'NN'), ('carre', 'NN')]"
P1401S09E165,implementacion adecuacion y equipamiento de puestos para docentes tc en la utelvt,universidad tecnica luis vargas torres de esmeraldas,sectorial educacion,0.0,0.0,1400988.36,0.0,4028106.330000001,935249.56,0.0,0.0,0.0,0.0,5429094.69,935249.56,universidad tecnica luis vargas torres de esmeraldas implementacion adecuacion y equipamiento de puestos para docentes tc en la utelvt,technical university luis vargas torres de esmeraldas implementation adaptation and equipment of positions for teachers tc in the utelvt,"[('universidad', 'JJ'), ('tecnica', 'NN'), ('luis', 'NN'), ('vargas', 'NN'), ('implementacion', 'NN'), ('adecuacion', 'NN'), ('para', 'NN'), ('tc', 'JJ'), ('la', 'NN'), ('utelvt', 'NN')]"
P1402S09E166,fortalecimiento de la investigacion desarrollo e innovacion de la universidad de guayaquil,universidad de guayaquil,sectorial educacion,0.0,0.0,3000000.0,0.0,7087806.84,0.0,0.0,0.0,0.0,0.0,10087806.84,0.0,universidad de guayaquil fortalecimiento de la investigacion desarrollo e innovacion de la universidad de guayaquil,university of guayaquil strengthening research development and innovation at the university of guayaquil,"[('universidad', 'JJ'), ('investigacion', 'NN'), ('desarrollo', 'NN'), ('e', 'JJ'), ('innovacion', 'NN')]"
P1403S09E166,construccion del edificio de acuacultura biblioteca museo herbario postgrado y administracion de la facultad de ciencias naturales,universidad de guayaquil,sectorial educacion,0.0,0.0,11098834.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11098834.94,0.0,universidad de guayaquil construccion del edificio de acuacultura biblioteca museo herbario postgrado y administracion de la facultad de ciencias naturales,university of guayaquil construction of the aquaculture building herbarium museum library postgraduate and administration of the faculty of natural sciences,"[('universidad', 'JJ'), ('construccion', 'NN'), ('herbario', 'NN'), ('postgrado', 'NN'), ('y', 'JJ'), ('administracion', 'NN')]"
P1404S09E166,sistema de gestion academica universitaria infraestructura tecnologica digitalizacion y migracion de datos historicos estudiantes,universidad de guayaquil,sectorial educacion,0.0,0.0,40531878.68,0.0,59240546.05,0.0,0.0,0.0,0.0,0.0,99772424.73,0.0,universidad de guayaquil sistema de gestion academica universitaria infraestructura tecnologica digitalizacion y migracion de datos historicos estudiantes,university of guayaquil university academic management system technological infrastructure digitization and migration of historical data students,"[('universidad', 'JJ'), ('gestion', 'NN'), ('universitaria', 'JJ'), ('infraestructura', 'NN'), ('tecnologica', 'NN'), ('digitalizacion', 'NN'), ('migracion', 'NN'), ('historicos', 'NN')]"
P1405S09E166,regeneracion restauracion y sostenibilidad integral de los espacios de la universidad de guayaquil,universidad de guayaquil,sectorial educacion,0.0,0.0,2375444.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2375444.13,0.0,universidad de guayaquil regeneracion restauracion y sostenibilidad integral de los espacios de la universidad de guayaquil,university of guayaquil regeneration restoration and integral sustainability of the spaces of the university of guayaquil,"[('universidad', 'JJ'), ('regeneracion', 'NN'), ('restauracion', 'NN'), ('y', 'NN'), ('sostenibilidad', 'JJ'), ('integral', 'JJ')]"
P1406S09E168,vivero y laboratorio de germoplasma en cum,universidad agraria del ecuador,sectorial educacion,0.0,0.0,98560.0,0.0,221760.0,0.0,295680.0,0.0,98560.0,0.0,714560.0,0.0,universidad agraria del ecuador vivero y laboratorio de germoplasma en cum,agrarian university of ecuador nursery and germplasm laboratory in cum,"[('universidad', 'JJ'), ('del', 'VBP'), ('ecuador', 'NN'), ('vivero', 'NN'), ('y', 'NN'), ('laboratorio', 'NN'), ('cum', 'NN')]"
P1407S09E168,edificio con 16 aulas para la escuela de ingenieria ambiental facultad de ciencias agrarias campus guayaquil,universidad agraria del ecuador,sectorial educacion,0.0,0.0,3808000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3808000.0,0.0,universidad agraria del ecuador edificio con  aulas para la escuela de ingenieria ambiental facultad de ciencias agrarias campus guayaquil,agrarian university of ecuador building with 16 classrooms for the school of environmental engineering faculty of agrarian sciences campus guayaquil,"[('universidad', 'JJ'), ('del', 'VBP'), ('ecuador', 'JJ'), ('edificio', 'JJ'), ('con', 'NN'), ('para', 'VBP'), ('la', 'JJ'), ('ambiental', 'JJ'), ('facultad', 'NN'), ('campus', 'NN'), ('guayaquil', 'NN')]"
P1408S09E168,adquisicion de predio campus progreso,universidad agraria del ecuador,sectorial educacion,0.0,0.0,258611.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258611.6,0.0,universidad agraria del ecuador adquisicion de predio campus progreso,agrarian university of ecuador acquisition of property campus progress,"[('universidad', 'JJ'), ('del', 'VBP'), ('ecuador', 'JJ'), ('adquisicion', 'NN'), ('campus', 'NN'), ('progreso', 'NN')]"
P1409S09E168,estudio construccion fiscalizacion y equipamiento data center campus guayaquil uae,universidad agraria del ecuador,sectorial educacion,0.0,0.0,965969.04,0.0,2173430.34,0.0,0.0,0.0,0.0,0.0,3139399.38,0.0,universidad agraria del ecuador estudio construccion fiscalizacion y equipamiento data center campus guayaquil uae,agrarian university of ecuador study construction supervision and equipment data center campus guayaquil uae,"[('universidad', 'JJ'), ('del', 'VBP'), ('ecuador', 'JJ'), ('estudio', 'JJ'), ('construccion', 'NN'), ('fiscalizacion', 'NN'), ('y', 'NN'), ('center', 'NN'), ('campus', 'NN'), ('guayaquil', 'NN'), ('uae', 'NN')]"
P140S03E066,estudio de prefactibilidad y factibilidad para el aprovechamiento de lacteos derivados y subproductos,instituto nacional de preinversion,sectorial administrativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,instituto nacional de preinversion estudio de prefactibilidad y factibilidad para el aprovechamiento de lacteos derivados y subproductos,national pre-investment institute pre-feasibility and feasibility study for the use of dairy products and by-products,"[('instituto', 'JJ'), ('nacional', 'JJ'), ('preinversion', 'NN'), ('subproductos', 'NN')]"
P1410S09E168,construccion y fiscalizacion del edificio tipo para el programa regional de ensenanza ventanas,universidad agraria del ecuador,sectorial educacion,0.0,0.0,20718.48,5088.75,0.0,0.0,0.0,0.0,0.0,0.0,20718.48,5088.75,universidad agraria del ecuador construccion y fiscalizacion del edificio tipo para el programa regional de ensenanza ventanas,agrarian university of ecuador construction and supervision of the model building for the regional teaching program windows,"[('universidad', 'JJ'), ('del', 'VBP'), ('ecuador', 'JJ'), ('construccion', 'NN'), ('y', 'NN'), ('fiscalizacion', 'NN'), ('tipo', 'NN'), ('para', 'NN'), ('programa', 'JJ'), ('regional', 'JJ')]"
P1411S09E168,construccion de un edificio para auditorium arquitectura grecoromana para la cum capacidad 300 personas area 740,universidad agraria del ecuador,sectorial educacion,0.0,0.0,2499833.64,320217.19,0.0,0.0,0.0,0.0,0.0,0.0,2499833.64,320217.19,universidad agraria del ecuador construccion de un edificio para auditorium arquitectura grecoromana para la cum capacidad  personas area ,agrarian university of ecuador construction of a building for auditorium Greco-Roman architecture for the cum capacity 300 people area 740,"[('universidad', 'JJ'), ('del', 'VBP'), ('ecuador', 'JJ'), ('construccion', 'NN'), ('un', 'JJ'), ('edificio', 'NN'), ('para', 'NN'), ('auditorium', 'NN'), ('arquitectura', 'NN'), ('grecoromana', 'NN'), ('para', 'NN'), ('la', 'NN'), ('cum', 'NN'), ('capacidad', 'NN'), ('area', 'NN')]"
P1412S09E168,estudio de fiscalizacion y trabajos de remodelacion de los edificios adquiridos en el campus guayaquil,universidad agraria del ecuador,sectorial educacion,0.0,0.0,844548.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,844548.64,0.0,universidad agraria del ecuador estudio de fiscalizacion y trabajos de remodelacion de los edificios adquiridos en el campus guayaquil,agrarian university of ecuador inspection study and remodeling work of the buildings acquired in the guayaquil campus,"[('universidad', 'JJ'), ('del', 'VBP'), ('ecuador', 'JJ'), ('estudio', 'NN'), ('fiscalizacion', 'NN'), ('y', 'NN'), ('trabajos', 'NN'), ('remodelacion', 'NN'), ('adquiridos', 'VBP'), ('campus', 'NN'), ('guayaquil', 'NN')]"
P1413S09E168,construccion laboratorio tipo pre palenque,universidad agraria del ecuador,sectorial educacion,0.0,0.0,20428.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20428.8,0.0,universidad agraria del ecuador construccion laboratorio tipo pre palenque,agrarian university of ecuador construction laboratory type pre palenque,"[('universidad', 'JJ'), ('del', 'VBP'), ('ecuador', 'JJ'), ('construccion', 'NN'), ('laboratorio', 'NN'), ('tipo', 'NN'), ('pre', 'NN'), ('palenque', 'NN')]"
P1414S09E168,construccion edificio tipo cia pre palenque,universidad agraria del ecuador,sectorial educacion,0.0,0.0,17875.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17875.2,0.0,universidad agraria del ecuador construccion edificio tipo cia pre palenque,agrarian university of ecuador construction building type cia pre palenque,"[('universidad', 'JJ'), ('del', 'VBP'), ('ecuador', 'JJ'), ('construccion', 'NN'), ('tipo', 'NN'), ('cia', 'NN'), ('pre', 'NN'), ('palenque', 'NN')]"
P1415S09E168,construccion laboratorio tipo pre balzar,universidad agraria del ecuador,sectorial educacion,0.0,0.0,20428.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20428.8,0.0,universidad agraria del ecuador construccion laboratorio tipo pre balzar,agrarian university of ecuador construction laboratory type pre balzar,"[('universidad', 'JJ'), ('del', 'VBP'), ('ecuador', 'JJ'), ('construccion', 'NN'), ('laboratorio', 'NN'), ('tipo', 'NN'), ('pre', 'NN'), ('balzar', 'NN')]"
P1416S09E168,construccion edificio tipo cia pre balzar,universidad agraria del ecuador,sectorial educacion,0.0,0.0,17875.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17875.2,0.0,universidad agraria del ecuador construccion edificio tipo cia pre balzar,agrarian university of ecuador construction building type cia pre balzar,"[('universidad', 'JJ'), ('del', 'VBP'), ('ecuador', 'JJ'), ('construccion', 'NN'), ('tipo', 'NN'), ('cia', 'NN'), ('pre', 'NN'), ('balzar', 'NN')]"
P1417S09E168,construccion cancha sintetica pre balzar,universidad agraria del ecuador,sectorial educacion,0.0,0.0,15321.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15321.6,0.0,universidad agraria del ecuador construccion cancha sintetica pre balzar,agrarian university of ecuador construction synthetic field pre balzar,"[('universidad', 'JJ'), ('del', 'VBP'), ('ecuador', 'JJ'), ('construccion', 'NN'), ('cancha', 'NN'), ('sintetica', 'NN'), ('pre', 'NN'), ('balzar', 'NN')]"
P1418S09E168,construccion edificio pre palenque,universidad agraria del ecuador,sectorial educacion,0.0,0.0,12768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12768.0,0.0,universidad agraria del ecuador construccion edificio pre palenque,agrarian university of ecuador construction building pre palenque,"[('universidad', 'JJ'), ('del', 'VBP'), ('ecuador', 'JJ'), ('construccion', 'NN'), ('pre', 'NN'), ('palenque', 'NN')]"
P1419S09E169,fortalecimiento de la gestion academica y administrativa de la universidad tecnia del norte mediante la adecuaci,universidad tecnica del norte,sectorial educacion,0.0,0.0,5771611.44,1486305.4500000002,0.0,0.0,0.0,0.0,0.0,0.0,5771611.44,1486305.4500000002,universidad tecnica del norte fortalecimiento de la gestion academica y administrativa de la universidad tecnia del norte mediante la adecuaci,technical university of the north strengthening of the academic and administrative management of the technical university of the north through the adaptation,"[('universidad', 'JJ'), ('tecnica', 'NN'), ('del', 'NN'), ('norte', 'JJ'), ('fortalecimiento', 'NN'), ('gestion', 'NN'), ('academica', 'NN'), ('y', 'NN'), ('universidad', 'JJ'), ('tecnia', 'NN'), ('del', 'NN'), ('norte', 'JJ'), ('mediante', 'NN'), ('la', 'NN'), ('adecuaci', 'NN')]"
P141S03E066,fortalecimiento del area de certificacion para asumir las competencias de entrega de aval en la preinversion.,instituto nacional de preinversion,sectorial administrativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,instituto nacional de preinversion fortalecimiento del area de certificacion para asumir las competencias de entrega de aval en la preinversion,national pre-investment institute strengthening of the certification area to assume the responsibilities of delivering guarantees in pre-investment.,"[('instituto', 'JJ'), ('nacional', 'JJ'), ('preinversion', 'NN'), ('del', 'JJ'), ('area', 'NN'), ('certificacion', 'NN'), ('para', 'NN'), ('asumir', 'NN'), ('las', 'JJ'), ('competencias', 'NN'), ('preinversion', 'NN')]"
P1420S09E169,fortalecimiento de la gestion de investigacion en la universidad tecnica del norte,universidad tecnica del norte,sectorial educacion,0.0,0.0,557468.3400000001,375285.6,0.0,0.0,0.0,0.0,0.0,0.0,557468.3400000001,375285.6,universidad tecnica del norte fortalecimiento de la gestion de investigacion en la universidad tecnica del norte,Technical University of the North Strengthening of research management at the Technical University of the North,"[('universidad', 'JJ'), ('tecnica', 'NN'), ('del', 'NN'), ('norte', 'JJ'), ('fortalecimiento', 'NN'), ('gestion', 'NN'), ('investigacion', 'NN'), ('universidad', 'JJ'), ('tecnica', 'NN'), ('del', 'NN'), ('norte', 'NN')]"
P1421S09E169,fortalecimiento de los procesos de educomunicacion universitaria a traves del equipamiento tecnologico e impleme,universidad tecnica del norte,sectorial educacion,0.0,0.0,468707.84,0.0,0.0,0.0,3599981.28,0.0,4799975.04,671425.08,8868664.16,671425.08,universidad tecnica del norte fortalecimiento de los procesos de educomunicacion universitaria a traves del equipamiento tecnologico e impleme,technical university of the north strengthening of university educommunication processes through technological equipment and implementation,"[('universidad', 'JJ'), ('tecnica', 'NN'), ('del', 'NN'), ('norte', 'JJ'), ('fortalecimiento', 'NN'), ('tecnologico', 'NN'), ('e', 'NN'), ('impleme', 'NN')]"
P1422S09E169,articulacion de la investigacion y vinculacion con la comunidad de la universidad tecnica del norte para el for,universidad tecnica del norte,sectorial educacion,0.0,0.0,18344543.470000003,2852770.45,0.0,0.0,0.0,0.0,0.0,0.0,18344543.470000003,2852770.45,universidad tecnica del norte articulacion de la investigacion y vinculacion con la comunidad de la universidad tecnica del norte para el for,technical university of the north articulation of research and linkage with the community of the technical university of the north for the,"[('universidad', 'JJ'), ('tecnica', 'NN'), ('del', 'NN'), ('norte', 'JJ'), ('articulacion', 'NN'), ('investigacion', 'NN'), ('vinculacion', 'NN'), ('con', 'NN'), ('universidad', 'JJ'), ('tecnica', 'NN'), ('del', 'NN'), ('norte', 'JJ'), ('para', 'NN'), ('el', 'NN')]"
P1423S09E169,construccion y equipamiento de laboratorios de la universidad tecnica del norte,universidad tecnica del norte,sectorial educacion,0.0,0.0,6486360.090000001,66114.78,0.0,0.0,0.0,0.0,0.0,0.0,6486360.090000001,66114.78,universidad tecnica del norte construccion y equipamiento de laboratorios de la universidad tecnica del norte,Technical University of the North Construction and equipment of laboratories of the Technical University of the North,"[('universidad', 'JJ'), ('tecnica', 'NN'), ('del', 'NN'), ('norte', 'JJ'), ('construccion', 'NN'), ('y', 'NN'), ('universidad', 'JJ'), ('tecnica', 'NN'), ('del', 'NN'), ('norte', 'NN')]"
